# surftimeprefactor,average_velocity_axis_1_t_inf__params_0o1,average_velocity_axis_1_t_inf__params_0o2,average_velocity_axis_1_t_inf__params_0o8,average_velocity_axis_1_t_inf__params_0o05,average_velocity_axis_1_t_inf__params_0o4
2.020408163265305923e+00,1.049053278378493242e-01,1.804878489719130286e-01,6.016611211801878856e-01,6.241247048527351349e-02,3.249435770665868861e-01
2.081632653061224580e+00,1.039631612855080323e-01,1.785044791151974841e-01,5.918640272015789350e-01,6.194132218263501133e-02,3.208055718937625755e-01
2.142857142857142794e+00,1.030097427594172665e-01,1.765081641289053260e-01,5.818701046699101820e-01,6.146397225248688423e-02,3.166355177644187835e-01
2.204081632653061007e+00,1.020492364587164413e-01,1.745044713321348973e-01,5.716806128863133329e-01,6.098362413150981015e-02,3.124395141326315462e-01
2.265306122448979664e+00,1.010858065825449570e-01,1.724989680439846240e-01,5.612968111519204273e-01,6.050348125638451563e-02,3.082236604524771773e-01
2.326530612244897878e+00,1.001236173300422694e-01,1.704972215835529881e-01,5.507199587678632824e-01,6.002674706379169944e-02,3.039940561780317685e-01
2.387755102040816091e+00,9.916683290034780662e-02,1.685047992699384156e-01,5.399513150352739377e-01,5.955662499041213670e-02,2.997568007633715226e-01
2.448979591836734748e+00,9.821961749260096908e-02,1.665272684222393051e-01,5.289921392552839885e-01,5.909631847292649842e-02,2.955179936625726422e-01
2.510204081632652962e+00,9.728613530594124037e-02,1.645701963595541661e-01,5.178436907290256963e-01,5.864903094801551114e-02,2.912837343297112747e-01
2.571428571428571175e+00,9.637055053950793759e-02,1.626391504009813138e-01,5.065072287576307675e-01,5.821796585235990140e-02,2.870601222188636226e-01
2.632653061224489832e+00,9.547702739244055825e-02,1.607396978656192577e-01,4.949840126422310194e-01,5.780632662264040267e-02,2.828532567841058332e-01
2.693877551020408045e+00,9.460973006387855821e-02,1.588774060725664794e-01,4.832753016839584914e-01,5.741731669553769984e-02,2.786692374795141092e-01
2.755102040816326259e+00,9.377282275296126846e-02,1.570578423409212943e-01,4.713823551839452231e-01,5.705413950773254722e-02,2.745141637591647088e-01
2.816326530612244916e+00,9.297046965882820035e-02,1.552865739897821562e-01,4.593064324433226986e-01,5.671999849590564358e-02,2.703941350771337238e-01
2.877551020408163129e+00,9.220683498061875427e-02,1.535691683382475747e-01,4.470487927632231795e-01,5.641809709673772238e-02,2.663152508874973012e-01
2.938775510204081343e+00,9.148608291747230281e-02,1.519111927054159206e-01,4.346106954447783721e-01,5.615163874690944773e-02,2.622836106443317550e-01
3.000000000000000000e+00,9.081237766852835736e-02,1.503182144103856199e-01,4.219933997891200939e-01,5.592382688310162941e-02,2.583053138017130657e-01
