# time,average_velocity_axis_0_t_inf,95CLI,vs,delay,surftimeconst
9.996000000000000441e+00,2.312884908846351006e-01,5.945393339669648516e-03,1.000000000000000000e+00,1.500000000000000000e+00,4.000000000000000000e+00
9.996000000000000441e+00,1.045416971476090390e-01,6.068124872200076313e-03,1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00
9.996000000000000441e+00,1.154295053959083495e-01,5.799977570963271885e-03,1.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,1.724299698394983205e-01,5.904512868161666470e-03,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,2.856715224175607748e-01,5.790384535995390415e-03,1.000000000000000000e+00,7.500000000000000000e-01,5.000000000000000000e+00
9.996000000000000441e+00,2.960417222553083372e-01,5.657877758690532666e-03,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e+00
9.996000000000000441e+00,7.167234110441050854e-02,5.983628340890122070e-03,1.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,2.987698719136092085e-01,5.589173911302452134e-03,1.000000000000000000e+00,2.500000000000000000e-01,5.000000000000000000e+00
9.996000000000000441e+00,2.298986649347238842e-01,5.600974040949995014e-03,1.000000000000000000e+00,1.500000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,1.176256394159226060e-01,6.152942864867846397e-03,1.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,2.161746120323129183e-01,5.655272110001220189e-03,1.000000000000000000e+00,1.500000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,7.716744529843186373e-02,6.118769294156533797e-03,1.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,1.784720614808423256e-01,5.658353932525664841e-03,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,2.654134715409601220e-01,5.568116321328591897e-03,1.000000000000000000e+00,2.500000000000000000e-01,6.000000000000000000e+00
9.996000000000000441e+00,2.656148312840761472e-01,5.694124624758668471e-03,1.000000000000000000e+00,5.000000000000000000e-01,6.000000000000000000e+00
9.996000000000000441e+00,2.565967352761416853e-01,5.585938038756119335e-03,1.000000000000000000e+00,7.500000000000000000e-01,6.000000000000000000e+00
9.996000000000000441e+00,7.987129363464134935e-02,5.895095701174462612e-03,1.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,2.351082553138442721e-01,5.850782607246875731e-03,1.000000000000000000e+00,5.000000000000000000e-01,7.000000000000000000e+00
9.996000000000000441e+00,1.682304648421868720e-01,5.768887627678119870e-03,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,2.404534617557960441e-01,5.844599700186733048e-03,1.000000000000000000e+00,2.500000000000000000e-01,7.000000000000000000e+00
9.996000000000000441e+00,2.298714733940450949e-01,5.594738756205562720e-03,1.000000000000000000e+00,7.500000000000000000e-01,7.000000000000000000e+00
9.996000000000000441e+00,2.021896283904186520e-01,5.506878051440288434e-03,1.000000000000000000e+00,1.500000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,1.084389647460546613e-01,5.784490262028972943e-03,1.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,2.012002092829318911e-01,5.983914222532734327e-03,1.000000000000000000e+00,7.500000000000000000e-01,8.000000000000000000e+00
9.996000000000000441e+00,2.078236552433473383e-01,6.026092704806380179e-03,1.000000000000000000e+00,5.000000000000000000e-01,8.000000000000000000e+00
9.996000000000000441e+00,8.106493300445177796e-02,5.813328739435985083e-03,1.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,2.183230357572716329e-01,5.936651421970115354e-03,1.000000000000000000e+00,2.500000000000000000e-01,8.000000000000000000e+00
9.996000000000000441e+00,1.820000068386729564e-01,5.617017806369871240e-03,1.000000000000000000e+00,1.500000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,1.602463385744922753e-01,5.864055369031419968e-03,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,1.128983155762304791e-01,5.906732831002077522e-03,1.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00
