# time,average_velocity_axis_2_t_inf,95CLI,us,surftimeconst
2.598699999999999832e+01,1.839259040803737089e-01,1.965260344499507837e-03,2.000000000000000111e-01,1.000000000000000000e+00
2.598699999999999832e+01,5.216102988700002108e-01,4.340230256632836986e-02,8.000000000000000444e-01,1.000000000000000000e+00
2.598699999999999832e+01,2.958930431586106469e-01,9.324061917264325067e-03,4.000000000000000222e-01,1.250000000000000000e+00
2.598699999999999832e+01,1.750166114635251791e-01,2.053724096758041510e-03,2.000000000000000111e-01,1.250000000000000000e+00
2.598699999999999832e+01,1.055819734716469810e-01,6.486659553176567792e-04,1.000000000000000056e-01,1.250000000000000000e+00
2.598699999999999832e+01,4.835911291595563211e-01,4.224095117428851992e-02,8.000000000000000444e-01,1.250000000000000000e+00
2.598699999999999832e+01,6.409222158123001334e-02,3.288427470606209184e-04,5.000000000000000278e-02,1.250000000000000000e+00
2.598699999999999832e+01,1.619576971021373102e-01,2.285623599808703221e-03,2.000000000000000111e-01,1.500000000000000000e+00
2.598699999999999832e+01,2.634264617813352749e-01,9.360361678988243436e-03,4.000000000000000222e-01,1.500000000000000000e+00
2.598699999999999832e+01,1.004346580917842707e-01,7.156492046146318295e-04,1.000000000000000056e-01,1.500000000000000000e+00
2.598699999999999832e+01,4.251110445332556553e-01,3.926519864860899406e-02,8.000000000000000444e-01,1.500000000000000000e+00
2.598699999999999832e+01,6.150434065680871615e-02,3.346956575066903491e-04,5.000000000000000278e-02,1.500000000000000000e+00
2.598699999999999832e+01,5.959450728808183412e-02,3.389577856341003921e-04,5.000000000000000278e-02,1.750000000000000000e+00
2.598699999999999832e+01,2.289980585576901484e-01,9.303618346637662628e-03,4.000000000000000222e-01,1.750000000000000000e+00
2.598699999999999832e+01,9.632722959695637355e-02,7.185796543132932229e-04,1.000000000000000056e-01,1.750000000000000000e+00
2.598699999999999832e+01,1.523093272351011551e-01,2.368983011683013784e-03,2.000000000000000111e-01,1.750000000000000000e+00
2.598699999999999832e+01,3.498882651686910927e-01,3.241450776239030579e-02,8.000000000000000444e-01,1.750000000000000000e+00
2.598699999999999832e+01,9.151252014060989870e-02,7.311074838523439791e-04,1.000000000000000056e-01,2.000000000000000000e+00
2.598699999999999832e+01,3.501199917069994783e-01,2.754314551401226135e-02,8.000000000000000444e-01,2.000000000000000000e+00
2.598699999999999832e+01,1.425760937174084531e-01,2.351775279036875162e-03,2.000000000000000111e-01,2.000000000000000000e+00
2.598699999999999832e+01,2.101049813658278365e-01,8.825048699820347772e-03,4.000000000000000222e-01,2.000000000000000000e+00
2.598699999999999832e+01,5.747565679742874800e-02,3.427514002234103739e-04,5.000000000000000278e-02,2.000000000000000000e+00
2.598699999999999832e+01,2.819315662540846645e-01,3.163259094020769852e-02,8.000000000000000444e-01,2.250000000000000000e+00
2.598699999999999832e+01,5.505098959355449878e-02,3.445308749126029879e-04,5.000000000000000278e-02,2.250000000000000000e+00
2.598699999999999832e+01,1.968069541148618484e-01,8.115132114921120091e-03,4.000000000000000222e-01,2.250000000000000000e+00
2.598699999999999832e+01,1.349374282789801704e-01,2.172420602395830694e-03,2.000000000000000111e-01,2.250000000000000000e+00
2.598699999999999832e+01,8.756997863155975559e-02,7.457698589577836656e-04,1.000000000000000056e-01,2.250000000000000000e+00
2.598699999999999832e+01,5.320579718961514215e-02,3.459321696426116656e-04,5.000000000000000278e-02,2.500000000000000000e+00
2.598699999999999832e+01,1.798638998664388589e-01,7.958676437675825735e-03,4.000000000000000222e-01,2.500000000000000000e+00
2.598699999999999832e+01,1.267664625130510980e-01,2.231910879547992308e-03,2.000000000000000111e-01,2.500000000000000000e+00
2.598699999999999832e+01,2.882100697130354772e-01,2.703447667682251296e-02,8.000000000000000444e-01,2.500000000000000000e+00
2.598699999999999832e+01,8.345231304665726157e-02,7.537367846100018285e-04,1.000000000000000056e-01,2.500000000000000000e+00
2.598699999999999832e+01,1.199270360606316532e-01,2.163841416661543490e-03,2.000000000000000111e-01,2.750000000000000000e+00
2.598699999999999832e+01,5.155590727263360123e-02,3.520608244197293295e-04,5.000000000000000278e-02,2.750000000000000000e+00
2.598699999999999832e+01,1.725845506827631270e-01,6.939287770719840091e-03,4.000000000000000222e-01,2.750000000000000000e+00
2.598699999999999832e+01,2.493133191399467541e-01,2.294479376187738215e-02,8.000000000000000444e-01,2.750000000000000000e+00
2.598699999999999832e+01,7.941325032872557921e-02,7.294273717252804882e-04,1.000000000000000056e-01,2.750000000000000000e+00
2.598699999999999832e+01,5.003274515246889514e-02,3.515212042178346300e-04,5.000000000000000278e-02,3.000000000000000000e+00
2.598699999999999832e+01,7.650350738646309601e-02,7.597616367747098576e-04,1.000000000000000056e-01,3.000000000000000000e+00
2.598699999999999832e+01,1.651141916145548727e-01,6.525859480713525583e-03,4.000000000000000222e-01,3.000000000000000000e+00
2.598699999999999832e+01,2.363892307221114597e-01,1.901056806799955590e-02,8.000000000000000444e-01,3.000000000000000000e+00
2.598699999999999832e+01,1.122690417125381951e-01,2.099219159879552998e-03,2.000000000000000111e-01,3.000000000000000000e+00
