# time,average_velocity_axis_1_t_inf,95CLI,us,surftimeconst
2.598699999999999832e+01,8.381538768759184965e-02,3.847035406501589394e-04,1.000000000000000056e-01,1.750000000000000000e+00
2.598699999999999832e+01,1.347454922223796092e-01,1.187915642306216569e-03,2.000000000000000111e-01,1.750000000000000000e+00
2.598699999999999832e+01,3.269787978761751202e-01,1.125208105942565422e-02,8.000000000000000444e-01,1.750000000000000000e+00
2.598699999999999832e+01,8.054445284777191072e-02,3.818664551934684414e-04,1.000000000000000056e-01,2.000000000000000000e+00
2.598699999999999832e+01,2.963769019517608072e-01,9.593197183879782416e-03,8.000000000000000444e-01,2.000000000000000000e+00
2.598699999999999832e+01,1.234332781582858501e-01,1.322573965328314744e-03,2.000000000000000111e-01,2.000000000000000000e+00
2.598699999999999832e+01,1.856672425892111344e-01,3.325185291000262982e-03,4.000000000000000222e-01,2.000000000000000000e+00
2.598699999999999832e+01,5.451677698369459396e-02,2.508591294662537762e-04,5.000000000000000278e-02,2.000000000000000000e+00
2.598699999999999832e+01,2.717035542889184030e-01,9.253222280357556798e-03,8.000000000000000444e-01,2.250000000000000000e+00
2.598699999999999832e+01,5.243349680333384694e-02,2.590850275157983323e-04,5.000000000000000278e-02,2.250000000000000000e+00
2.598699999999999832e+01,1.711159375590384779e-01,2.838932649742526449e-03,4.000000000000000222e-01,2.250000000000000000e+00
2.598699999999999832e+01,1.138392630415525353e-01,1.359919000737180080e-03,2.000000000000000111e-01,2.250000000000000000e+00
2.598699999999999832e+01,7.775773836854706078e-02,3.908736857843746236e-04,1.000000000000000056e-01,2.250000000000000000e+00
2.598699999999999832e+01,5.076126867547076094e-02,2.614233495389879712e-04,5.000000000000000278e-02,2.500000000000000000e+00
2.598699999999999832e+01,1.592679553924623848e-01,2.884398905184987986e-03,4.000000000000000222e-01,2.500000000000000000e+00
2.598699999999999832e+01,1.062537112881077189e-01,1.273002718116616160e-03,2.000000000000000111e-01,2.500000000000000000e+00
2.598699999999999832e+01,2.477510058011737903e-01,7.669535444343596534e-03,8.000000000000000444e-01,2.500000000000000000e+00
2.598699999999999832e+01,7.542139027048330724e-02,4.003796975900704761e-04,1.000000000000000056e-01,2.500000000000000000e+00
2.598699999999999832e+01,1.008237717106363063e-01,1.207113862985718586e-03,2.000000000000000111e-01,2.750000000000000000e+00
2.598699999999999832e+01,4.920485820629728196e-02,2.676309643779798005e-04,5.000000000000000278e-02,2.750000000000000000e+00
2.598699999999999832e+01,1.497710803604353491e-01,2.906643956220702867e-03,4.000000000000000222e-01,2.750000000000000000e+00
2.598699999999999832e+01,2.226248194741012876e-01,8.530432414337256464e-03,8.000000000000000444e-01,2.750000000000000000e+00
2.598699999999999832e+01,7.285131680226820949e-02,4.245038929174842126e-04,1.000000000000000056e-01,2.750000000000000000e+00
2.598699999999999832e+01,4.751281964192443502e-02,2.709367906123006666e-04,5.000000000000000278e-02,3.000000000000000000e+00
2.598699999999999832e+01,7.028704529483584262e-02,4.449315046961006392e-04,1.000000000000000056e-01,3.000000000000000000e+00
2.598699999999999832e+01,1.419858475816957732e-01,2.817095829686016868e-03,4.000000000000000222e-01,3.000000000000000000e+00
2.598699999999999832e+01,2.256253558490391442e-01,8.014244998707358361e-03,8.000000000000000444e-01,3.000000000000000000e+00
2.598699999999999832e+01,9.568076745602993594e-02,1.098790562766336666e-03,2.000000000000000111e-01,3.000000000000000000e+00
