# l_diff,pdf
7.097087199999998486e-01,0.000000000000000000e+00
7.109270559999999461e-01,0.000000000000000000e+00
7.121453919999999327e-01,0.000000000000000000e+00
7.133637279999999192e-01,0.000000000000000000e+00
7.145820639999999058e-01,0.000000000000000000e+00
7.158003999999998923e-01,0.000000000000000000e+00
7.170187359999998788e-01,0.000000000000000000e+00
7.182370719999998654e-01,0.000000000000000000e+00
7.194554079999999630e-01,0.000000000000000000e+00
7.206737439999999495e-01,0.000000000000000000e+00
7.218920799999999360e-01,0.000000000000000000e+00
7.231104159999999226e-01,0.000000000000000000e+00
7.243287519999999091e-01,0.000000000000000000e+00
7.255470879999998957e-01,0.000000000000000000e+00
7.267654239999998822e-01,0.000000000000000000e+00
7.279837599999998687e-01,0.000000000000000000e+00
7.292020959999998553e-01,0.000000000000000000e+00
7.304204319999999528e-01,0.000000000000000000e+00
7.316387679999999394e-01,0.000000000000000000e+00
7.328571039999999259e-01,0.000000000000000000e+00
7.340754399999999125e-01,0.000000000000000000e+00
7.352937759999998990e-01,0.000000000000000000e+00
7.365121119999998855e-01,0.000000000000000000e+00
7.377304479999998721e-01,0.000000000000000000e+00
7.389487839999999697e-01,0.000000000000000000e+00
7.401671199999999562e-01,0.000000000000000000e+00
7.413854559999999427e-01,0.000000000000000000e+00
7.426037919999999293e-01,0.000000000000000000e+00
7.438221279999999158e-01,0.000000000000000000e+00
7.450404639999999024e-01,0.000000000000000000e+00
7.462587999999998889e-01,0.000000000000000000e+00
7.474771359999998754e-01,0.000000000000000000e+00
7.486954719999998620e-01,0.000000000000000000e+00
7.499138079999998485e-01,0.000000000000000000e+00
7.511321439999999461e-01,0.000000000000000000e+00
7.523504799999999326e-01,0.000000000000000000e+00
7.535688159999999192e-01,0.000000000000000000e+00
7.547871519999999057e-01,0.000000000000000000e+00
7.560054879999998922e-01,0.000000000000000000e+00
7.572238239999998788e-01,0.000000000000000000e+00
7.584421599999998653e-01,0.000000000000000000e+00
7.596604959999999629e-01,0.000000000000000000e+00
7.608788319999999494e-01,0.000000000000000000e+00
7.620971679999999360e-01,0.000000000000000000e+00
7.633155039999999225e-01,0.000000000000000000e+00
7.645338399999999091e-01,0.000000000000000000e+00
7.657521759999998956e-01,0.000000000000000000e+00
7.669705119999998821e-01,0.000000000000000000e+00
7.681888479999998687e-01,0.000000000000000000e+00
7.694071839999998552e-01,0.000000000000000000e+00
7.706255199999999528e-01,0.000000000000000000e+00
7.718438559999999393e-01,0.000000000000000000e+00
7.730621919999999259e-01,0.000000000000000000e+00
7.742805279999999124e-01,0.000000000000000000e+00
7.754988639999998989e-01,0.000000000000000000e+00
7.767171999999998855e-01,0.000000000000000000e+00
7.779355359999998720e-01,0.000000000000000000e+00
7.791538719999999696e-01,0.000000000000000000e+00
7.803722079999999561e-01,0.000000000000000000e+00
7.815905439999999427e-01,0.000000000000000000e+00
7.828088799999999292e-01,0.000000000000000000e+00
7.840272159999999158e-01,0.000000000000000000e+00
7.852455519999999023e-01,0.000000000000000000e+00
7.864638879999998888e-01,0.000000000000000000e+00
7.876822239999998754e-01,0.000000000000000000e+00
7.889005599999998619e-01,0.000000000000000000e+00
7.901188959999998485e-01,0.000000000000000000e+00
7.913372319999999460e-01,0.000000000000000000e+00
7.925555679999999326e-01,0.000000000000000000e+00
7.937739039999999191e-01,0.000000000000000000e+00
7.949922399999999056e-01,0.000000000000000000e+00
7.962105759999998922e-01,0.000000000000000000e+00
7.974289119999998787e-01,0.000000000000000000e+00
7.986472479999998653e-01,0.000000000000000000e+00
7.998655839999999628e-01,0.000000000000000000e+00
8.010839199999999494e-01,0.000000000000000000e+00
8.023022559999999359e-01,0.000000000000000000e+00
8.035205919999999225e-01,0.000000000000000000e+00
8.047389279999999090e-01,0.000000000000000000e+00
8.059572639999998955e-01,0.000000000000000000e+00
8.071755999999998821e-01,0.000000000000000000e+00
8.083939359999998686e-01,0.000000000000000000e+00
8.096122719999998552e-01,0.000000000000000000e+00
8.108306079999999527e-01,0.000000000000000000e+00
8.120489439999999393e-01,0.000000000000000000e+00
8.132672799999999258e-01,6.656085601061099977e-02
8.144856159999999123e-01,2.485668629867470725e-01
8.157039519999998989e-01,3.109823307851813379e-01
8.169222879999998854e-01,3.030826287204672620e-01
8.181406239999998720e-01,2.575615732584512485e-01
8.193589599999998585e-01,1.001932509395918741e-01
8.205772959999999561e-01,0.000000000000000000e+00
8.217956319999999426e-01,0.000000000000000000e+00
8.230139679999999291e-01,0.000000000000000000e+00
8.242323039999999157e-01,0.000000000000000000e+00
8.254506399999999022e-01,0.000000000000000000e+00
8.266689759999998888e-01,0.000000000000000000e+00
8.278873119999998753e-01,0.000000000000000000e+00
8.291056479999998619e-01,0.000000000000000000e+00
8.303239839999998484e-01,0.000000000000000000e+00
8.315423199999999460e-01,0.000000000000000000e+00
8.327606559999999325e-01,0.000000000000000000e+00
8.339789919999999190e-01,0.000000000000000000e+00
8.351973279999999056e-01,0.000000000000000000e+00
8.364156639999998921e-01,0.000000000000000000e+00
8.376339999999998787e-01,0.000000000000000000e+00
8.388523359999998652e-01,0.000000000000000000e+00
8.400706719999999628e-01,0.000000000000000000e+00
8.412890079999999493e-01,0.000000000000000000e+00
8.425073439999999358e-01,0.000000000000000000e+00
8.437256799999999224e-01,0.000000000000000000e+00
8.449440159999999089e-01,0.000000000000000000e+00
8.461623519999998955e-01,0.000000000000000000e+00
8.473806879999998820e-01,0.000000000000000000e+00
8.485990239999998686e-01,0.000000000000000000e+00
8.498173599999998551e-01,0.000000000000000000e+00
8.510356959999999527e-01,0.000000000000000000e+00
8.522540319999999392e-01,0.000000000000000000e+00
8.534723679999999257e-01,0.000000000000000000e+00
8.546907039999999123e-01,0.000000000000000000e+00
8.559090399999998988e-01,0.000000000000000000e+00
8.571273759999998854e-01,0.000000000000000000e+00
8.583457119999998719e-01,0.000000000000000000e+00
8.595640479999998584e-01,0.000000000000000000e+00
8.607823839999999560e-01,0.000000000000000000e+00
8.620007199999999425e-01,0.000000000000000000e+00
8.632190559999999291e-01,0.000000000000000000e+00
8.644373919999999156e-01,0.000000000000000000e+00
8.656557279999999022e-01,0.000000000000000000e+00
8.668740639999998887e-01,0.000000000000000000e+00
8.680923999999998752e-01,0.000000000000000000e+00
8.693107359999998618e-01,0.000000000000000000e+00
8.705290719999998483e-01,0.000000000000000000e+00
8.717474079999999459e-01,0.000000000000000000e+00
8.729657439999999324e-01,0.000000000000000000e+00
8.741840799999999190e-01,0.000000000000000000e+00
8.754024159999999055e-01,0.000000000000000000e+00
8.766207519999998921e-01,0.000000000000000000e+00
8.778390879999998786e-01,0.000000000000000000e+00
8.790574239999998651e-01,0.000000000000000000e+00
8.802757599999999627e-01,0.000000000000000000e+00
8.814940959999999492e-01,0.000000000000000000e+00
8.827124319999999358e-01,0.000000000000000000e+00
8.839307679999999223e-01,0.000000000000000000e+00
8.851491039999999089e-01,0.000000000000000000e+00
8.863674399999998954e-01,0.000000000000000000e+00
8.875857759999998819e-01,0.000000000000000000e+00
8.888041119999998685e-01,0.000000000000000000e+00
8.900224479999998550e-01,0.000000000000000000e+00
8.912407839999999526e-01,0.000000000000000000e+00
8.924591199999999391e-01,0.000000000000000000e+00
8.936774559999999257e-01,0.000000000000000000e+00
8.948957919999999122e-01,0.000000000000000000e+00
8.961141279999998988e-01,0.000000000000000000e+00
8.973324639999998853e-01,0.000000000000000000e+00
8.985507999999998718e-01,0.000000000000000000e+00
8.997691359999998584e-01,0.000000000000000000e+00
9.009874719999999559e-01,0.000000000000000000e+00
9.022058079999999425e-01,0.000000000000000000e+00
9.034241439999999290e-01,0.000000000000000000e+00
9.046424799999999156e-01,0.000000000000000000e+00
9.058608159999999021e-01,0.000000000000000000e+00
9.070791519999998886e-01,0.000000000000000000e+00
9.082974879999998752e-01,0.000000000000000000e+00
9.095158239999998617e-01,0.000000000000000000e+00
9.107341599999998483e-01,0.000000000000000000e+00
9.119524959999999458e-01,0.000000000000000000e+00
9.131708319999999324e-01,0.000000000000000000e+00
9.143891679999999189e-01,0.000000000000000000e+00
9.156075039999999055e-01,0.000000000000000000e+00
9.168258399999998920e-01,0.000000000000000000e+00
9.180441759999998785e-01,0.000000000000000000e+00
9.192625119999998651e-01,0.000000000000000000e+00
9.204808479999999626e-01,0.000000000000000000e+00
9.216991839999999492e-01,0.000000000000000000e+00
9.229175199999999357e-01,0.000000000000000000e+00
9.241358559999999223e-01,0.000000000000000000e+00
9.253541919999999088e-01,0.000000000000000000e+00
9.265725279999998953e-01,0.000000000000000000e+00
9.277908639999998819e-01,0.000000000000000000e+00
9.290091999999998684e-01,0.000000000000000000e+00
9.302275359999998550e-01,0.000000000000000000e+00
9.314458719999999525e-01,0.000000000000000000e+00
9.326642079999999391e-01,0.000000000000000000e+00
9.338825439999999256e-01,0.000000000000000000e+00
9.351008799999999122e-01,0.000000000000000000e+00
9.363192159999998987e-01,0.000000000000000000e+00
9.375375519999998852e-01,0.000000000000000000e+00
9.387558879999998718e-01,0.000000000000000000e+00
9.399742239999998583e-01,0.000000000000000000e+00
9.411925599999999559e-01,0.000000000000000000e+00
9.424108959999999424e-01,0.000000000000000000e+00
9.436292319999999290e-01,0.000000000000000000e+00
9.448475679999999155e-01,0.000000000000000000e+00
9.460659039999999020e-01,0.000000000000000000e+00
9.472842399999998886e-01,0.000000000000000000e+00
9.485025759999998751e-01,0.000000000000000000e+00
9.497209119999998617e-01,0.000000000000000000e+00
9.509392479999998482e-01,0.000000000000000000e+00
9.521575839999999458e-01,0.000000000000000000e+00
9.533759199999999323e-01,0.000000000000000000e+00
9.545942559999999188e-01,0.000000000000000000e+00
9.558125919999999054e-01,0.000000000000000000e+00
9.570309279999998919e-01,0.000000000000000000e+00
9.582492639999998785e-01,0.000000000000000000e+00
9.594675999999998650e-01,0.000000000000000000e+00
9.606859359999999626e-01,0.000000000000000000e+00
9.619042719999999491e-01,0.000000000000000000e+00
9.631226079999999357e-01,0.000000000000000000e+00
9.643409439999999222e-01,0.000000000000000000e+00
9.655592799999999087e-01,0.000000000000000000e+00
9.667776159999998953e-01,0.000000000000000000e+00
9.679959519999998818e-01,0.000000000000000000e+00
9.692142879999998684e-01,0.000000000000000000e+00
9.704326239999998549e-01,0.000000000000000000e+00
9.716509599999999525e-01,0.000000000000000000e+00
9.728692959999999390e-01,0.000000000000000000e+00
9.740876319999999255e-01,0.000000000000000000e+00
9.753059679999999121e-01,0.000000000000000000e+00
9.765243039999998986e-01,0.000000000000000000e+00
9.777426399999998852e-01,0.000000000000000000e+00
9.789609759999998717e-01,0.000000000000000000e+00
9.801793119999998583e-01,0.000000000000000000e+00
9.813976479999999558e-01,0.000000000000000000e+00
9.826159839999999424e-01,0.000000000000000000e+00
9.838343199999999289e-01,0.000000000000000000e+00
9.850526559999999154e-01,0.000000000000000000e+00
9.862709919999999020e-01,0.000000000000000000e+00
9.874893279999998885e-01,0.000000000000000000e+00
9.887076639999998751e-01,0.000000000000000000e+00
9.899259999999998616e-01,0.000000000000000000e+00
9.911443359999998481e-01,0.000000000000000000e+00
9.923626719999999457e-01,0.000000000000000000e+00
9.935810079999999322e-01,0.000000000000000000e+00
9.947993439999999188e-01,0.000000000000000000e+00
9.960176799999999053e-01,0.000000000000000000e+00
9.972360159999998919e-01,0.000000000000000000e+00
9.984543519999998784e-01,0.000000000000000000e+00
9.996726879999999760e-01,0.000000000000000000e+00
1.000891023999999963e+00,0.000000000000000000e+00
1.002109359999999949e+00,0.000000000000000000e+00
1.003327695999999936e+00,0.000000000000000000e+00
1.004546031999999922e+00,0.000000000000000000e+00
1.005764367999999909e+00,0.000000000000000000e+00
1.006982703999999895e+00,0.000000000000000000e+00
1.008201039999999882e+00,0.000000000000000000e+00
1.009419375999999868e+00,0.000000000000000000e+00
1.010637711999999855e+00,0.000000000000000000e+00
1.011856047999999841e+00,0.000000000000000000e+00
1.013074383999999828e+00,0.000000000000000000e+00
1.014292719999999814e+00,0.000000000000000000e+00
1.015511055999999801e+00,0.000000000000000000e+00
1.016729391999999788e+00,0.000000000000000000e+00
1.017947727999999996e+00,0.000000000000000000e+00
1.019166063999999983e+00,0.000000000000000000e+00
1.020384399999999969e+00,0.000000000000000000e+00
1.021602735999999956e+00,0.000000000000000000e+00
1.022821071999999942e+00,0.000000000000000000e+00
1.024039407999999929e+00,0.000000000000000000e+00
1.025257743999999915e+00,0.000000000000000000e+00
1.026476079999999902e+00,0.000000000000000000e+00
1.027694415999999888e+00,0.000000000000000000e+00
1.028912751999999875e+00,0.000000000000000000e+00
1.030131087999999862e+00,0.000000000000000000e+00
1.031349423999999848e+00,0.000000000000000000e+00
1.032567759999999835e+00,0.000000000000000000e+00
1.033786095999999821e+00,0.000000000000000000e+00
1.035004431999999808e+00,0.000000000000000000e+00
1.036222768000000016e+00,0.000000000000000000e+00
1.037441104000000003e+00,0.000000000000000000e+00
1.038659439999999989e+00,0.000000000000000000e+00
1.039877775999999976e+00,0.000000000000000000e+00
1.041096111999999962e+00,0.000000000000000000e+00
1.042314447999999949e+00,0.000000000000000000e+00
1.043532783999999936e+00,0.000000000000000000e+00
1.044751119999999922e+00,0.000000000000000000e+00
1.045969455999999909e+00,0.000000000000000000e+00
1.047187791999999895e+00,0.000000000000000000e+00
1.048406127999999882e+00,0.000000000000000000e+00
1.049624463999999868e+00,0.000000000000000000e+00
1.050842799999999855e+00,0.000000000000000000e+00
1.052061135999999841e+00,0.000000000000000000e+00
1.053279471999999828e+00,0.000000000000000000e+00
1.054497807999999814e+00,0.000000000000000000e+00
1.055716143999999801e+00,0.000000000000000000e+00
1.056934479999999787e+00,0.000000000000000000e+00
1.058152815999999996e+00,0.000000000000000000e+00
1.059371151999999983e+00,0.000000000000000000e+00
1.060589487999999969e+00,0.000000000000000000e+00
1.061807823999999956e+00,0.000000000000000000e+00
1.063026159999999942e+00,0.000000000000000000e+00
1.064244495999999929e+00,0.000000000000000000e+00
1.065462831999999915e+00,0.000000000000000000e+00
1.066681167999999902e+00,0.000000000000000000e+00
1.067899503999999888e+00,0.000000000000000000e+00
1.069117839999999875e+00,0.000000000000000000e+00
1.070336175999999861e+00,0.000000000000000000e+00
1.071554511999999848e+00,0.000000000000000000e+00
1.072772847999999835e+00,0.000000000000000000e+00
1.073991183999999821e+00,0.000000000000000000e+00
1.075209519999999808e+00,0.000000000000000000e+00
1.076427856000000016e+00,0.000000000000000000e+00
1.077646192000000003e+00,0.000000000000000000e+00
1.078864527999999989e+00,0.000000000000000000e+00
1.080082863999999976e+00,0.000000000000000000e+00
1.081301199999999962e+00,0.000000000000000000e+00
1.082519535999999949e+00,0.000000000000000000e+00
1.083737871999999935e+00,0.000000000000000000e+00
1.084956207999999922e+00,0.000000000000000000e+00
1.086174543999999909e+00,0.000000000000000000e+00
1.087392879999999895e+00,0.000000000000000000e+00
1.088611215999999882e+00,0.000000000000000000e+00
1.089829551999999868e+00,0.000000000000000000e+00
1.091047887999999855e+00,0.000000000000000000e+00
1.092266223999999841e+00,0.000000000000000000e+00
1.093484559999999828e+00,0.000000000000000000e+00
1.094702895999999814e+00,0.000000000000000000e+00
1.095921231999999801e+00,0.000000000000000000e+00
1.097139567999999787e+00,0.000000000000000000e+00
1.098357903999999996e+00,0.000000000000000000e+00
1.099576239999999983e+00,0.000000000000000000e+00
1.100794575999999969e+00,0.000000000000000000e+00
1.102012911999999956e+00,0.000000000000000000e+00
1.103231247999999942e+00,0.000000000000000000e+00
1.104449583999999929e+00,0.000000000000000000e+00
1.105667919999999915e+00,0.000000000000000000e+00
1.106886255999999902e+00,0.000000000000000000e+00
1.108104591999999888e+00,0.000000000000000000e+00
1.109322927999999875e+00,0.000000000000000000e+00
1.110541263999999861e+00,0.000000000000000000e+00
1.111759599999999848e+00,0.000000000000000000e+00
1.112977935999999834e+00,0.000000000000000000e+00
1.114196271999999821e+00,0.000000000000000000e+00
1.115414607999999808e+00,0.000000000000000000e+00
1.116632944000000016e+00,0.000000000000000000e+00
1.117851280000000003e+00,0.000000000000000000e+00
1.119069615999999989e+00,0.000000000000000000e+00
1.120287951999999976e+00,0.000000000000000000e+00
1.121506287999999962e+00,0.000000000000000000e+00
1.122724623999999949e+00,0.000000000000000000e+00
1.123942959999999935e+00,0.000000000000000000e+00
1.125161295999999922e+00,0.000000000000000000e+00
1.126379631999999908e+00,0.000000000000000000e+00
1.127597967999999895e+00,0.000000000000000000e+00
1.128816303999999882e+00,0.000000000000000000e+00
1.130034639999999868e+00,0.000000000000000000e+00
1.131252975999999855e+00,0.000000000000000000e+00
1.132471311999999841e+00,0.000000000000000000e+00
1.133689647999999828e+00,0.000000000000000000e+00
1.134907983999999814e+00,0.000000000000000000e+00
1.136126319999999801e+00,0.000000000000000000e+00
1.137344655999999787e+00,0.000000000000000000e+00
1.138562991999999996e+00,0.000000000000000000e+00
1.139781327999999982e+00,0.000000000000000000e+00
1.140999663999999969e+00,0.000000000000000000e+00
1.142217999999999956e+00,0.000000000000000000e+00
1.143436335999999942e+00,0.000000000000000000e+00
1.144654671999999929e+00,0.000000000000000000e+00
1.145873007999999915e+00,0.000000000000000000e+00
1.147091343999999902e+00,0.000000000000000000e+00
1.148309679999999888e+00,0.000000000000000000e+00
1.149528015999999875e+00,0.000000000000000000e+00
1.150746351999999861e+00,0.000000000000000000e+00
1.151964687999999848e+00,0.000000000000000000e+00
1.153183023999999834e+00,0.000000000000000000e+00
1.154401359999999821e+00,0.000000000000000000e+00
1.155619695999999808e+00,0.000000000000000000e+00
1.156838032000000016e+00,0.000000000000000000e+00
1.158056368000000003e+00,0.000000000000000000e+00
1.159274703999999989e+00,0.000000000000000000e+00
1.160493039999999976e+00,0.000000000000000000e+00
1.161711375999999962e+00,0.000000000000000000e+00
1.162929711999999949e+00,0.000000000000000000e+00
1.164148047999999935e+00,0.000000000000000000e+00
1.165366383999999922e+00,0.000000000000000000e+00
1.166584719999999908e+00,0.000000000000000000e+00
1.167803055999999895e+00,0.000000000000000000e+00
1.169021391999999882e+00,0.000000000000000000e+00
1.170239727999999868e+00,0.000000000000000000e+00
1.171458063999999855e+00,0.000000000000000000e+00
1.172676399999999841e+00,0.000000000000000000e+00
1.173894735999999828e+00,0.000000000000000000e+00
1.175113071999999814e+00,0.000000000000000000e+00
1.176331407999999801e+00,0.000000000000000000e+00
1.177549743999999787e+00,0.000000000000000000e+00
1.178768079999999996e+00,0.000000000000000000e+00
1.179986415999999982e+00,0.000000000000000000e+00
1.181204751999999969e+00,0.000000000000000000e+00
1.182423087999999955e+00,0.000000000000000000e+00
1.183641423999999942e+00,0.000000000000000000e+00
1.184859759999999929e+00,0.000000000000000000e+00
1.186078095999999915e+00,0.000000000000000000e+00
1.187296431999999902e+00,0.000000000000000000e+00
1.188514767999999888e+00,0.000000000000000000e+00
1.189733103999999875e+00,0.000000000000000000e+00
1.190951439999999861e+00,0.000000000000000000e+00
1.192169775999999848e+00,0.000000000000000000e+00
1.193388111999999834e+00,0.000000000000000000e+00
1.194606447999999821e+00,0.000000000000000000e+00
1.195824783999999807e+00,0.000000000000000000e+00
1.197043120000000016e+00,0.000000000000000000e+00
1.198261456000000003e+00,0.000000000000000000e+00
1.199479791999999989e+00,4.849322059527475491e-03
1.200698127999999976e+00,1.249873653407242990e-01
1.201916463999999962e+00,2.053922536825669443e-01
1.203134799999999949e+00,2.466114911885504968e-01
1.204353135999999935e+00,2.844674892016359480e-01
1.205571471999999922e+00,3.001104635872084425e-01
1.206789807999999908e+00,3.220106277270099460e-01
1.208008143999999895e+00,3.229492061901443334e-01
1.209226479999999881e+00,3.334299990284778636e-01
1.210444815999999868e+00,3.231056359340000461e-01
1.211663151999999855e+00,3.212284790077313823e-01
1.212881487999999841e+00,2.986243810205790883e-01
1.214099823999999828e+00,2.818081835560886650e-01
1.215318159999999814e+00,2.423878881044459477e-01
1.216536495999999801e+00,1.987439895686986258e-01
1.217754831999999787e+00,1.111433330094723781e-01
