# surftimeconst,average_velocity_axis_0_t_inf__params_12o0_7o0,average_velocity_axis_0_t_inf__params_12o0_6o0,average_velocity_axis_0_t_inf__params_16o0_6o0,average_velocity_axis_0_t_inf__params_12o0_5o0,average_velocity_axis_0_t_inf__params_16o0_7o0,average_velocity_axis_0_t_inf__params_16o0_5o0,average_velocity_axis_0_t_inf__params_16o0_3o0,average_velocity_axis_0_t_inf__params_12o0_3o0
2.571428571428571175e+00,9.032227264635008801e-01,9.479778419634463660e-01,1.116690839281005765e+00,8.795409077907944129e-01,1.141401905970899300e+00,1.115710215454220888e+00,1.127010366764357840e+00,9.330120659540901418e-01
2.693877551020408045e+00,8.970799606047946684e-01,9.451729342812602574e-01,1.104328944167566773e+00,8.727336553629507776e-01,1.135946239311106165e+00,1.105150567698188757e+00,1.117267178274363504e+00,9.304251524280959806e-01
2.816326530612244916e+00,8.901612494853188284e-01,9.415530135610873375e-01,1.091362916606990918e+00,8.655413654162564807e-01,1.130134167313633586e+00,1.093982648392879620e+00,1.107357842230746403e+00,9.274045457501656209e-01
2.938775510204081343e+00,8.825378687446816528e-01,9.371599694024173033e-01,1.077867937568764090e+00,8.580220563828007130e-01,1.123945374396548846e+00,1.082280863072614174e+00,1.097340284957422529e+00,9.239821129269499833e-01
3.061224489795918213e+00,8.742810940224912120e-01,9.320356914047416286e-01,1.063919188022372175e+00,8.502337466946728872e-01,1.117359544977919006e+00,1.070119617271712675e+00,1.087272432778306319e+00,9.201897209651005438e-01
3.183673469387755084e+00,8.654622009583564646e-01,9.262220691675506767e-01,1.049591848937301286e+00,8.422344547839625273e-01,1.110356363475812680e+00,1.057573316524495599e+00,1.077212212017313320e+00,9.160592368712685563e-01
3.306122448979591955e+00,8.561524651918852591e-01,9.197609922903348112e-01,1.034961101283036422e+00,8.340821990827584909e-01,1.102915514308296485e+00,1.044716366365283644e+00,1.067217548998357524e+00,9.116225276521052745e-01
3.428571428571428381e+00,8.464231623626863321e-01,9.126943503725855056e-01,1.020102126029065026e+00,8.258349980231507459e-01,1.095016681893438371e+00,1.031623172328397731e+00,1.057346370045354922e+00,9.069114603142621744e-01
3.551020408163265252e+00,8.363455681103675321e-01,9.050640330137927902e-01,1.005090104144871210e+00,8.175508700372282611e-01,1.086639550649305841e+00,1.018368139948158557e+00,1.047656601482219951e+00,9.019579018643905099e-01
3.673469387755102122e+00,8.259909580745374846e-01,8.969119298134473617e-01,9.900002165999421955e-01,8.092878335570805604e-01,1.077763804993966179e+00,1.005025674758885712e+00,1.038206169632867493e+00,8.967937193091419790e-01
3.795918367346938549e+00,8.154306078948042602e-01,8.882799303710405825e-01,9.749076443637632039e-01,8.011039070147971675e-01,1.068369129345487112e+00,9.916701822949010037e-01,1.029053000821213315e+00,8.914507796551676133e-01
3.918367346938775420e+00,8.047357932107765954e-01,8.792099242860622610e-01,9.598875684058204572e-01,7.930571088424671622e-01,1.058435208121936366e+00,9.783760680905242424e-01,1.020255021371171189e+00,8.859609499091188889e-01
4.040816326530611846e+00,7.939777896620625608e-01,8.697438011580034267e-01,9.450151696955995106e-01,7.852054574721801794e-01,1.047941725741381225e+00,9.652177376800767927e-01,1.011870157606657328e+00,8.803560970776470596e-01
4.163265306122449161e+00,7.832278728882705598e-01,8.599234505863546651e-01,9.303656292025863639e-01,7.776069713360249658e-01,1.036868366621889193e+00,9.522695965978784649e-01,1.003956335851585724e+00,8.746680881674032682e-01
4.285714285714285587e+00,7.725573185290094402e-01,8.497907621706070058e-01,9.160141278962673494e-01,7.703196688660918223e-01,1.025194815181527996e+00,9.396060503782502904e-01,9.965714824298721464e-01,8.689287901850394347e-01
4.408163265306122014e+00,7.620374022238868283e-01,8.393876255102510342e-01,9.020358467461276897e-01,7.634015684944692737e-01,1.012900755838365141e+00,9.273015045555131897e-01,9.897735236654310320e-01,8.631700701372065909e-01
4.530612244897959329e+00,7.517393996125110167e-01,8.287559302047766696e-01,8.885059667216534951e-01,7.569106886532470657e-01,9.999658730104677984e-01,9.154303646639866399e-01,9.836203858821774837e-01,8.574237950305558797e-01
4.653061224489795755e+00,7.417345863344906309e-01,8.179375658536756077e-01,8.754996687923303211e-01,7.509050477745145002e-01,9.863698511159040283e-01,9.040670362379924496e-01,9.781699954040266043e-01,8.517218318717388881e-01
4.775510204081632182e+00,7.320942380294340746e-01,8.069744220564381010e-01,8.630921339276448334e-01,7.454426642903611011e-01,9.720923745727413356e-01,8.932859248118505402e-01,9.734802785548932746e-01,8.460960476674068698e-01
4.897959183673469497e+00,7.228896303369497511e-01,7.959083884125550679e-01,8.513585430970820322e-01,7.405815566328758370e-01,9.571131277990467812e-01,8.831614359198819431e-01,9.696091616586925976e-01,8.405783094242115228e-01
5.020408163265305923e+00,7.141920388966457311e-01,7.847813545215165387e-01,8.403740772701286943e-01,7.363797432341486759e-01,9.414117952128885358e-01,8.737679750964068015e-01,9.666145710393392321e-01,8.352004841488034348e-01
5.142857142857142350e+00,7.060727393481308622e-01,7.736352099828139872e-01,8.302139174162700419e-01,7.328952425262683645e-01,9.249680612323336604e-01,8.651799478757463691e-01,9.645544330207487249e-01,8.299944388478350810e-01
5.265306122448979664e+00,6.986030073310127708e-01,7.625118443959374437e-01,8.209532445049921856e-01,7.301860729413247597e-01,9.077616102754495486e-01,8.574717597922205670e-01,9.634866739268355129e-01,8.249920405279564939e-01
5.387755102040816091e+00,6.918541184849003045e-01,7.514531473603780487e-01,8.126672395057807918e-01,7.283102529114068302e-01,8.897721267603042605e-01,8.507178163801503157e-01,9.634692200815149210e-01,8.202251561958198156e-01
5.510204081632652517e+00,6.858973484494017558e-01,7.405010084756262767e-01,8.054310833881226372e-01,7.273258008686039888e-01,8.709792951049651899e-01,8.449925231738562026e-01,9.645599978087017190e-01,8.157256528580769661e-01
5.632653061224489832e+00,6.808039728641250843e-01,7.296973173411726021e-01,7.993199571215019450e-01,7.272907352450059815e-01,8.513627997274995085e-01,8.403702857076591481e-01,9.668169334323111208e-01,8.115253975213777560e-01
5.755102040816326259e+00,6.766452673686786934e-01,7.190839635565081656e-01,7.944090416754061579e-01,7.282630744727018879e-01,8.309023250459752763e-01,8.369255095158796287e-01,9.702979532762581183e-01,8.076562571923748823e-01
5.877551020408162685e+00,6.734925076026716528e-01,7.087028367211234414e-01,7.907735180193198321e-01,7.303008369837808988e-01,8.095775554784596650e-01,8.347326001328376766e-01,9.750609836644568151e-01,8.041500988777189329e-01
6.000000000000000000e+00,6.714169692057114780e-01,6.985958264345089042e-01,7.884885671227301884e-01,7.334620412103327602e-01,7.873681754430204016e-01,8.338659630928544342e-01,9.811639509208236465e-01,8.010387895840616057e-01
