# scalar_diff,pdf
1.631000000000000071e-03,3.289872437477455236e+01
1.633799999999999922e-03,3.385927107185088403e+01
1.636599999999999774e-03,2.593476082099016011e+01
1.639400000000000059e-03,3.265858770050612492e+01
1.642199999999999910e-03,3.406510250693812480e+01
1.644999999999999761e-03,3.420232346366029930e+01
1.647800000000000046e-03,3.283011389641214350e+01
1.650599999999999897e-03,2.363630979585132508e+01
1.653399999999999748e-03,3.396218678939187186e+01
1.656200000000000033e-03,3.403079726775428071e+01
1.658999999999999884e-03,3.331038724494899839e+01
1.661799999999999953e-03,3.447676537711259925e+01
1.664600000000000021e-03,2.284728929468180780e+01
1.667399999999999872e-03,3.094332574144593195e+01
1.670199999999999940e-03,3.396218678939450797e+01
1.673000000000000008e-03,3.234984054787528862e+01
1.675799999999999859e-03,3.118346241571435939e+01
1.678599999999999927e-03,2.250423690287150791e+01
1.681399999999999995e-03,2.994847380519101421e+01
1.684199999999999846e-03,3.046305239290907707e+01
1.686999999999999915e-03,2.998277904437453856e+01
1.689799999999999983e-03,3.032583143618425936e+01
1.692599999999999834e-03,2.391075170929912730e+01
1.695399999999999902e-03,2.641503416952905781e+01
1.698199999999999970e-03,3.111485193735194699e+01
1.700999999999999821e-03,2.981125284846620005e+01
1.703799999999999889e-03,2.943389521747523929e+01
1.706599999999999957e-03,2.096050113971558915e+01
1.709399999999999809e-03,2.905653758647971685e+01
1.712200000000000093e-03,2.775293849759396636e+01
1.714999999999999945e-03,2.809599088940818135e+01
1.717799999999999796e-03,3.132068337243917355e+01
1.720600000000000081e-03,2.246993166368856265e+01
1.723399999999999932e-03,2.590045558181096297e+01
1.726199999999999783e-03,2.974264237010379475e+01
1.729000000000000068e-03,2.891931662975489914e+01
1.731799999999999919e-03,2.819890660695179818e+01
1.734599999999999771e-03,2.226410022860133964e+01
1.737400000000000055e-03,2.689530751806386988e+01
1.740199999999999907e-03,2.898792710811954976e+01
1.742999999999999758e-03,2.713544419233229732e+01
1.745800000000000043e-03,2.837043280285563540e+01
1.748599999999999894e-03,1.869635535375757840e+01
1.751399999999999745e-03,2.785585421513757964e+01
1.754200000000000030e-03,2.692961275724507431e+01
1.756999999999999881e-03,2.737558086660072476e+01
1.759799999999999949e-03,2.579753986426733903e+01
1.762600000000000017e-03,1.849052391866890943e+01
1.765399999999999869e-03,2.449394077537959546e+01
1.768199999999999937e-03,2.603767653853578423e+01
1.771000000000000005e-03,2.404797266602394501e+01
1.773799999999999856e-03,2.651794988707062473e+01
1.776599999999999924e-03,1.704970387305966284e+01
1.779399999999999992e-03,2.404797266602394501e+01
1.782199999999999843e-03,2.439102505783598218e+01
1.784999999999999911e-03,2.507712984146200341e+01
1.787799999999999979e-03,2.542018223327209725e+01
1.790599999999999831e-03,1.883357631048094660e+01
1.793399999999999899e-03,2.202396355433461750e+01
1.796199999999999967e-03,2.411658314438635031e+01
1.798999999999999818e-03,2.511143508064126451e+01
1.801799999999999886e-03,2.277867881632116109e+01
1.804599999999999954e-03,1.622637813270944918e+01
1.807399999999999805e-03,2.250423690286976708e+01
1.810200000000000090e-03,2.387644647011792287e+01
1.812999999999999941e-03,2.504282460228079543e+01
1.815799999999999793e-03,2.507712984146006008e+01
1.818600000000000078e-03,1.801025057013205455e+01
1.821399999999999929e-03,2.236701594614668309e+01
1.824199999999999780e-03,2.411658314438635031e+01
1.827000000000000065e-03,2.531726651572848752e+01
1.829799999999999916e-03,2.250423690287150791e+01
1.832599999999999767e-03,1.667234624206510318e+01
1.835400000000000052e-03,1.955398633328622893e+01
1.838199999999999903e-03,2.205826879351582548e+01
1.840999999999999755e-03,2.246993166368856265e+01
1.843800000000000040e-03,2.202396355433291220e+01
1.846599999999999891e-03,1.643220956779794761e+01
1.849399999999999742e-03,2.370492027421190429e+01
1.852200000000000027e-03,2.363630979584949543e+01
1.854999999999999878e-03,2.524865603736607866e+01
1.857799999999999946e-03,2.421949886193183943e+01
1.860600000000000014e-03,1.704970387305834478e+01
1.863399999999999865e-03,2.058314350872234755e+01
1.866199999999999934e-03,2.205826879351582548e+01
1.869000000000000002e-03,2.106341685725920243e+01
1.871799999999999853e-03,2.065175398708475640e+01
1.874599999999999921e-03,1.814747152685827558e+01
1.877399999999999989e-03,1.859343963621251916e+01
1.880199999999999840e-03,1.855913439703131829e+01
1.882999999999999908e-03,2.092619590053600831e+01
1.885799999999999976e-03,2.120063781398401659e+01
1.888599999999999828e-03,1.674095672042750849e+01
1.891399999999999896e-03,1.797594533095224278e+01
1.894199999999999964e-03,1.879927107129974573e+01
1.896999999999999815e-03,2.027439635609151125e+01
1.899799999999999883e-03,1.907371298475085197e+01
1.902599999999999951e-03,1.509430523972972082e+01
1.905399999999999802e-03,1.879927107129974573e+01
1.908200000000000087e-03,2.075466970462836613e+01
1.910999999999999938e-03,2.120063781398566150e+01
1.913799999999999790e-03,2.003425968182308381e+01
1.916600000000000074e-03,1.492277904382370224e+01
1.919399999999999926e-03,1.639790432861673963e+01
1.922199999999999777e-03,1.777011389586362711e+01
1.925000000000000062e-03,1.801025057013205455e+01
1.927799999999999913e-03,1.849052391867034117e+01
1.930599999999999764e-03,1.478555808709888630e+01
1.933400000000000049e-03,1.735845102568918108e+01
1.936199999999999900e-03,1.794164009177103836e+01
1.938999999999999752e-03,1.742706150405158638e+01
1.941800000000000036e-03,1.780441913504483153e+01
1.944599999999999888e-03,1.193822323505988514e+01
1.947399999999999739e-03,1.718692482978315894e+01
1.950200000000000024e-03,1.783872437422603596e+01
1.952999999999999875e-03,1.770150341750258960e+01
1.955799999999999726e-03,1.735845102568783460e+01
1.958600000000000011e-03,1.296738041049608370e+01
1.961399999999999862e-03,1.584902050171743504e+01
1.964200000000000147e-03,1.698109339469462142e+01
1.966999999999999998e-03,1.838760820112672079e+01
1.969799999999999850e-03,1.752997722159655680e+01
1.972599999999999701e-03,1.269293849704446409e+01
1.975399999999999986e-03,1.540305239236175083e+01
1.978199999999999837e-03,1.646651480697915559e+01
1.981000000000000122e-03,1.677526195960741262e+01
1.983799999999999973e-03,1.691248291633483802e+01
1.986599999999999824e-03,1.204113895260350553e+01
1.989399999999999676e-03,1.708400911223822405e+01
1.992199999999999960e-03,1.629498861107312280e+01
1.994999999999999812e-03,1.632929385025432723e+01
1.997800000000000097e-03,1.643220956779540032e+01
2.000599999999999948e-03,1.197252847424109312e+01
2.003399999999999799e-03,1.550596810990537122e+01
2.006199999999999650e-03,1.636359908943299857e+01
2.008999999999999935e-03,1.646651480697915559e+01
2.011799999999999786e-03,1.564318906663019604e+01
2.014600000000000071e-03,1.207544419178284123e+01
2.017399999999999922e-03,1.488847380464365067e+01
2.020199999999999774e-03,1.499138952218726928e+01
2.022999999999999625e-03,1.519722095727215638e+01
2.025799999999999910e-03,1.512861047891209765e+01
2.028600000000000195e-03,1.293307517131287554e+01
2.031400000000000046e-03,1.365348519412021489e+01
2.034199999999999897e-03,1.560888382744898983e+01
2.036999999999999748e-03,1.605485193680219069e+01
2.039800000000000033e-03,1.526583143563692246e+01
2.042599999999999884e-03,1.169808656079143994e+01
2.045400000000000169e-03,1.444250569528572825e+01
2.048200000000000021e-03,1.591763098007984922e+01
2.050999999999999872e-03,1.591763098007984922e+01
2.053799999999999723e-03,1.591763098007738364e+01
2.056600000000000008e-03,1.053170842863041834e+01
2.059399999999999859e-03,1.506000000054968346e+01
2.062200000000000144e-03,1.612346241516459244e+01
2.064999999999999995e-03,1.464833713037520546e+01
2.067799999999999847e-03,1.588332574089864302e+01
2.070599999999999698e-03,1.149225512570242103e+01
2.073399999999999983e-03,1.406514806429469289e+01
2.076199999999999834e-03,1.526583143563692246e+01
2.079000000000000119e-03,1.543735763154056606e+01
2.081799999999999970e-03,1.656943052452277598e+01
2.084599999999999821e-03,1.080615034208006975e+01
2.087399999999999672e-03,1.358487471575569749e+01
2.090199999999999957e-03,1.451111617365037709e+01
2.092999999999999809e-03,1.334473804148935727e+01
2.095800000000000093e-03,1.447681093446693090e+01
2.098599999999999945e-03,1.025726651518076515e+01
2.101399999999999796e-03,1.303599088885849611e+01
2.104199999999999647e-03,1.269293849704446409e+01
2.106999999999999932e-03,1.289876993213366951e+01
2.109799999999999783e-03,1.313890660640211472e+01
2.112600000000000068e-03,1.012004555845437004e+01
2.115399999999999919e-03,1.094337129880489634e+01
2.118199999999999771e-03,1.324182232394573688e+01
2.120999999999999622e-03,1.313890660640008257e+01
2.123799999999999907e-03,1.145794988652299473e+01
2.126600000000000192e-03,1.042879271108518147e+01
2.129400000000000043e-03,1.111489749471092736e+01
2.132199999999999894e-03,1.245280182277798531e+01
2.134999999999999745e-03,1.262432801868206234e+01
2.137800000000000030e-03,1.114920273389213534e+01
2.140599999999999881e-03,9.433940774831807374e+00
2.143400000000000166e-03,1.132072892979641487e+01
2.146200000000000017e-03,1.269293849704643051e+01
2.148999999999999869e-03,1.207544419178471173e+01
2.151799999999999720e-03,1.252141230113845793e+01
2.154600000000000005e-03,9.502551253194219782e+00
2.157399999999999856e-03,1.036018223272438377e+01
2.160200000000000141e-03,1.224697038768884738e+01
2.162999999999999992e-03,1.262432801868401633e+01
2.165799999999999843e-03,1.152656036488540714e+01
2.168599999999999695e-03,1.015435079763557269e+01
2.171399999999999979e-03,9.948519362549905765e+00
2.174199999999999831e-03,1.245280182277798531e+01
2.177000000000000116e-03,1.135503416897761575e+01
2.179799999999999967e-03,1.145794988652299473e+01
2.182599999999999818e-03,9.056583143838533800e+00
2.185399999999999669e-03,8.850751708749923452e+00
2.188199999999999954e-03,1.015435079763714477e+01
2.190999999999999805e-03,1.053170842863041834e+01
2.193800000000000090e-03,1.070323462453479202e+01
2.196599999999999941e-03,7.272710706415792536e+00
2.199399999999999793e-03,8.370478360214402613e+00
2.202199999999999644e-03,9.433940774830345433e+00
2.204999999999999929e-03,8.542004556120435410e+00
2.207799999999999780e-03,9.879908884187491580e+00
2.210600000000000065e-03,8.027425968401095346e+00
2.213399999999999916e-03,7.993120729221131704e+00
2.216199999999999767e-03,9.228109339744566597e+00
2.218999999999999619e-03,8.987972665474728728e+00
2.221799999999999903e-03,8.198952164308369817e+00
2.224600000000000188e-03,6.861047836240251385e+00
2.227400000000000040e-03,6.346469248523215256e+00
2.230199999999999891e-03,9.639772209919046375e+00
2.232999999999999742e-03,9.193804100561935755e+00
2.235800000000000027e-03,7.718678815771478519e+00
2.238599999999999878e-03,7.512847380684239518e+00
2.241400000000000163e-03,7.307015945595868089e+00
2.244200000000000014e-03,8.747835991207674411e+00
2.246999999999999865e-03,8.507699316939229206e+00
2.249799999999999717e-03,8.061731207582296221e+00
2.252600000000000002e-03,7.169794988872173036e+00
2.255399999999999853e-03,7.478542141503032425e+00
2.258200000000000138e-03,7.890205011676289182e+00
2.260999999999999989e-03,7.752984054952685611e+00
2.263799999999999840e-03,7.272710706415792536e+00
2.266599999999999691e-03,6.689521640334245234e+00
2.269399999999999976e-03,6.209248291798388664e+00
2.272199999999999828e-03,7.444236902321825333e+00
2.275000000000000112e-03,6.998268792965056662e+00
2.277799999999999964e-03,7.581457859046651926e+00
2.280599999999999815e-03,5.763280182442703570e+00
2.283399999999999666e-03,5.763280182441810950e+00
2.286199999999999951e-03,6.209248291798388664e+00
2.288999999999999802e-03,5.900501139167530162e+00
2.291800000000000087e-03,6.072027335072622378e+00
2.294599999999999938e-03,5.077175398818572383e+00
2.297399999999999790e-03,5.042870159637365290e+00
2.300199999999999641e-03,6.003416856710219740e+00
2.302999999999999926e-03,5.523143508174257477e+00
2.305799999999999777e-03,5.969111617529942571e+00
2.308600000000000062e-03,5.385922551448597773e+00
2.311399999999999913e-03,4.734123007006506789e+00
2.314199999999999764e-03,5.420227790630637976e+00
2.316999999999999615e-03,5.797585421623012714e+00
2.319799999999999900e-03,5.763280182442703570e+00
2.322600000000000185e-03,5.042870159636584582e+00
2.325400000000000036e-03,4.528291571919266900e+00
2.328199999999999888e-03,5.077175398818572383e+00
2.330999999999999739e-03,5.385922551448597773e+00
2.333800000000000024e-03,5.523143508174257477e+00
2.336599999999999875e-03,4.665512528644093493e+00
2.339400000000000160e-03,4.219544419287754700e+00
2.342200000000000011e-03,6.312164009342008164e+00
2.344999999999999862e-03,5.728974943261497366e+00
2.347799999999999714e-03,5.797585421623012714e+00
2.350599999999999998e-03,4.013712984201168510e+00
2.353399999999999850e-03,4.631207289462887289e+00
2.356200000000000135e-03,5.248701594723792496e+00
2.358999999999999986e-03,4.939954442093745790e+00
2.361799999999999837e-03,6.072027335073562959e+00
2.364599999999999688e-03,4.356765376012559088e+00
2.367399999999999973e-03,4.905649202912539586e+00
2.370199999999999824e-03,5.351617312268224680e+00
2.373000000000000109e-03,5.180091116361389858e+00
2.375799999999999960e-03,5.831890660805116866e+00
2.378599999999999812e-03,4.356765376013234103e+00
2.381399999999999663e-03,5.145785877180188095e+00
2.384199999999999948e-03,5.660364464899084069e+00
2.386999999999999799e-03,5.111480637999778587e+00
2.389800000000000084e-03,5.283006833904993371e+00
2.392599999999999935e-03,3.807881549113929509e+00
2.395399999999999786e-03,5.317312073087018476e+00
2.398199999999999638e-03,5.523143508173402161e+00
2.400999999999999922e-03,5.488838268993051273e+00
2.403799999999999774e-03,5.797585421623909774e+00
2.406600000000000059e-03,4.871343963730578430e+00
2.409399999999999910e-03,4.459681093556854492e+00
2.412199999999999761e-03,4.459681093556854492e+00
2.414999999999999612e-03,5.591753986535804799e+00
2.417799999999999897e-03,5.145785877180985679e+00
2.420599999999999748e-03,3.430523918120656823e+00
2.423400000000000033e-03,5.763280182441810950e+00
2.426199999999999884e-03,5.385922551449430884e+00
2.428999999999999736e-03,4.939954442092981068e+00
2.431800000000000021e-03,5.557448747355463681e+00
2.434599999999999872e-03,4.356765376013234103e+00
2.437400000000000157e-03,4.493986332737364364e+00
2.440200000000000008e-03,5.248701594724605179e+00
2.442999999999999859e-03,5.042870159637365290e+00
2.445799999999999710e-03,5.145785877180188095e+00
2.448599999999999995e-03,3.636355353207896268e+00
2.451399999999999847e-03,4.974259681274952882e+00
2.454200000000000131e-03,5.042870159636584582e+00
2.456999999999999983e-03,4.837038724550126290e+00
2.459799999999999834e-03,5.385922551449430884e+00
2.462599999999999685e-03,4.356765376012559088e+00
2.465399999999999970e-03,4.939954442093745790e+00
2.468199999999999821e-03,4.734123007006506789e+00
2.471000000000000106e-03,4.837038724549376667e+00
2.473799999999999957e-03,5.214396355543398087e+00
2.476599999999999809e-03,3.602050114026689620e+00
2.479399999999999660e-03,4.116628701744151186e+00
2.482199999999999945e-03,5.488838268993051273e+00
2.484999999999999796e-03,5.454533029811844180e+00
2.487800000000000081e-03,4.905649202911779305e+00
2.490599999999999932e-03,3.979407745019962306e+00
2.493399999999999783e-03,4.802733485368920086e+00
2.496199999999999634e-03,4.768428246186974917e+00
2.498999999999999919e-03,4.596902050281680197e+00
2.501799999999999771e-03,4.802733485368920086e+00
2.504600000000000055e-03,4.288154897650156450e+00
2.507399999999999907e-03,4.871343963731332494e+00
2.510199999999999758e-03,5.248701594724605179e+00
2.512999999999999609e-03,5.042870159636584582e+00
2.515799999999999894e-03,4.562596811100473992e+00
2.518599999999999745e-03,3.602050114026689620e+00
2.521400000000000030e-03,4.528291571918565239e+00
2.524199999999999881e-03,4.631207289462887289e+00
2.526999999999999733e-03,5.077175398817786345e+00
2.529800000000000017e-03,4.974259681274952882e+00
2.532599999999999869e-03,4.528291571919266900e+00
2.535400000000000154e-03,4.150933940925352061e+00
2.538200000000000005e-03,5.248701594724605179e+00
2.540999999999999856e-03,4.665512528644093493e+00
2.543799999999999707e-03,4.391070615193760851e+00
2.546599999999999992e-03,4.013712984201168510e+00
2.549399999999999843e-03,4.150933940925995103e+00
2.552200000000000128e-03,4.562596811099767002e+00
2.554999999999999979e-03,4.665512528644093493e+00
2.557799999999999831e-03,4.871343963731332494e+00
2.560599999999999682e-03,3.807881549113339759e+00
2.563399999999999967e-03,4.185239180107201307e+00
2.566199999999999818e-03,4.665512528644093493e+00
2.569000000000000103e-03,4.802733485368175792e+00
2.571799999999999954e-03,5.180091116362191883e+00
2.574599999999999805e-03,3.739271070751516213e+00
2.577399999999999657e-03,4.459681093556162601e+00
2.580199999999999941e-03,4.391070615194441196e+00
2.582999999999999793e-03,4.768428246187712993e+00
2.585800000000000078e-03,4.802733485368175792e+00
2.588599999999999929e-03,3.361913439758243971e+00
2.591399999999999780e-03,3.430523918120656823e+00
2.594199999999999631e-03,5.180091116361389858e+00
2.596999999999999916e-03,4.493986332738060696e+00
2.599799999999999767e-03,4.150933940925995103e+00
2.602600000000000052e-03,4.288154897650156450e+00
2.605399999999999903e-03,4.116628701744788899e+00
2.608199999999999755e-03,4.459681093556854492e+00
2.610999999999999606e-03,4.356765376012559088e+00
2.613799999999999891e-03,4.150933940925995103e+00
2.616599999999999742e-03,3.121776765489797878e+00
2.619400000000000027e-03,4.082323462562949423e+00
2.622199999999999878e-03,4.288154897650821695e+00
2.624999999999999729e-03,4.802733485368175792e+00
2.627800000000000014e-03,4.082323462563581806e+00
2.630599999999999866e-03,4.253849658469614603e+00
2.633400000000000150e-03,4.048018223381748548e+00
2.636200000000000002e-03,4.150933940925995103e+00
2.638999999999999853e-03,3.773576309932722417e+00
2.641799999999999704e-03,4.528291571918565239e+00
2.644599999999999989e-03,3.156082004671004082e+00
2.647399999999999840e-03,3.156082004671004082e+00
2.650200000000000125e-03,4.356765376012559088e+00
2.652999999999999976e-03,4.322460136832027899e+00
2.655799999999999828e-03,3.876492027476342805e+00
2.658599999999999679e-03,3.396218678938924374e+00
2.661399999999999964e-03,3.533439635664276768e+00
2.664199999999999815e-03,4.150933940925995103e+00
2.667000000000000100e-03,4.116628701744151186e+00
2.669799999999999951e-03,4.596902050281680197e+00
2.672599999999999802e-03,3.602050114026689620e+00
2.675399999999999653e-03,3.602050114026131844e+00
2.678199999999999938e-03,3.533439635664276768e+00
2.680999999999999790e-03,4.459681093556854492e+00
2.683800000000000074e-03,3.807881549113339759e+00
2.686599999999999926e-03,3.602050114026689620e+00
2.689399999999999777e-03,3.018861047946177933e+00
2.692199999999999628e-03,4.116628701744151186e+00
2.694999999999999913e-03,4.425375854375647400e+00
2.697799999999999764e-03,2.847334852040145137e+00
2.700600000000000049e-03,3.121776765489314265e+00
2.703399999999999900e-03,3.190387243852210730e+00
2.706199999999999752e-03,4.288154897650821695e+00
2.708999999999999603e-03,3.979407745019345910e+00
2.711799999999999888e-03,4.219544419288408399e+00
2.714599999999999739e-03,2.435671981865666247e+00
2.717400000000000024e-03,2.847334852039704600e+00
2.720199999999999875e-03,3.910797266657549009e+00
2.722999999999999726e-03,3.533439635663729650e+00
2.725800000000000011e-03,3.396218678939450175e+00
2.728599999999999862e-03,2.778724373677731840e+00
2.731400000000000147e-03,3.396218678938924374e+00
2.734199999999999998e-03,3.190387243852210730e+00
2.736999999999999850e-03,3.979407745019962306e+00
2.739799999999999701e-03,4.185239180106553825e+00
2.742599999999999986e-03,2.744419134496525636e+00
2.745399999999999837e-03,3.053166287127384582e+00
2.748200000000000122e-03,3.670660592388534482e+00
2.750999999999999973e-03,3.773576309932722417e+00
2.753799999999999824e-03,3.636355353207896268e+00
2.756599999999999676e-03,3.258997722214119097e+00
2.759399999999999960e-03,2.915945330402558433e+00
2.762199999999999812e-03,3.018861047946177933e+00
2.765000000000000097e-03,3.602050114026131844e+00
2.767799999999999948e-03,3.499134396483070120e+00
2.770599999999999799e-03,3.121776765489797878e+00
2.773399999999999650e-03,2.847334852039704600e+00
2.776199999999999935e-03,3.327608200577037323e+00
2.778999999999999786e-03,2.813029612858938489e+00
2.781800000000000071e-03,2.813029612858503281e+00
2.784599999999999922e-03,3.018861047946177933e+00
2.787399999999999774e-03,2.572892938590492840e+00
2.790199999999999625e-03,2.538587699408893172e+00
2.792999999999999910e-03,2.024009111691187801e+00
2.795799999999999761e-03,3.087471526308591230e+00
2.798600000000000046e-03,2.161230068415679106e+00
