# time,average_velocity_axis_0_t_inf,95CLI,vs,delay,surftimeconst
9.996000000000000441e+00,2.518007471543304288e-01,5.557473117540821968e-03,1.000000000000000000e+00,1.500000000000000000e+00,3.000000000000000000e+00
9.996000000000000441e+00,2.263535115217962246e-01,5.571000767952305477e-03,1.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00
9.996000000000000441e+00,3.247348034917091342e-01,5.504190518903973560e-03,1.000000000000000000e+00,5.000000000000000000e-01,3.000000000000000000e+00
9.996000000000000441e+00,1.812601380395908179e-01,5.710000272737037613e-03,1.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00
9.996000000000000441e+00,3.375501232719649858e-01,5.581858031715890636e-03,1.000000000000000000e+00,2.500000000000000000e-01,3.000000000000000000e+00
9.996000000000000441e+00,1.960719312138917980e-01,5.888038679582847414e-03,1.000000000000000000e+00,3.000000000000000000e+00,3.000000000000000000e+00
9.996000000000000441e+00,2.774640202760791929e-01,5.587319022500774994e-03,1.000000000000000000e+00,7.500000000000000000e-01,4.000000000000000000e+00
9.996000000000000441e+00,1.467039814949417376e-01,5.754751815785076434e-03,1.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
9.996000000000000441e+00,2.034016434698879550e-01,5.546206167750757435e-03,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
9.996000000000000441e+00,2.991295398042029263e-01,5.637617143061983416e-03,1.000000000000000000e+00,5.000000000000000000e-01,4.000000000000000000e+00
9.996000000000000441e+00,3.182547976221738462e-01,5.507041413711236989e-03,1.000000000000000000e+00,2.500000000000000000e-01,4.000000000000000000e+00
9.996000000000000441e+00,2.200728805193952198e-01,5.851546450806153696e-03,1.000000000000000000e+00,1.500000000000000000e+00,4.000000000000000000e+00
9.996000000000000441e+00,1.694912549980929772e-01,5.701725717428223969e-03,1.000000000000000000e+00,3.000000000000000000e+00,4.000000000000000000e+00
9.996000000000000441e+00,1.454780872309861250e-01,5.787973557493322416e-03,1.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,1.720485784157412823e-01,5.873971401397315960e-03,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,2.448195425631189970e-01,5.652438730413260337e-03,1.000000000000000000e+00,7.500000000000000000e-01,5.000000000000000000e+00
9.996000000000000441e+00,2.703701688683285420e-01,5.752476600726048189e-03,1.000000000000000000e+00,5.000000000000000000e-01,5.000000000000000000e+00
9.996000000000000441e+00,1.285394160593925084e-01,5.658438199354407123e-03,1.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,2.873545486553996664e-01,5.688652971862188587e-03,1.000000000000000000e+00,2.500000000000000000e-01,5.000000000000000000e+00
9.996000000000000441e+00,1.949402132923481745e-01,5.878199452903487034e-03,1.000000000000000000e+00,1.500000000000000000e+00,5.000000000000000000e+00
9.996000000000000441e+00,1.211044300532712892e-01,5.906236896164355002e-03,1.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,1.703189789587710168e-01,5.801927568658701850e-03,1.000000000000000000e+00,1.500000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,1.050376683876675654e-01,5.712948518919551237e-03,1.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,1.507513906929959235e-01,5.786053450933118306e-03,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
9.996000000000000441e+00,2.550403059661364158e-01,5.654046140097730537e-03,1.000000000000000000e+00,2.500000000000000000e-01,6.000000000000000000e+00
9.996000000000000441e+00,2.431342875040641283e-01,5.681758750735502704e-03,1.000000000000000000e+00,5.000000000000000000e-01,6.000000000000000000e+00
9.996000000000000441e+00,2.134257213627638594e-01,5.961424963205680036e-03,1.000000000000000000e+00,7.500000000000000000e-01,6.000000000000000000e+00
9.996000000000000441e+00,9.724265311593385808e-02,6.060056599115628065e-03,1.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,2.151081828239108096e-01,5.506394409895148598e-03,1.000000000000000000e+00,5.000000000000000000e-01,7.000000000000000000e+00
9.996000000000000441e+00,1.312637566745448181e-01,6.079798980255789707e-03,1.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,2.246506731598889584e-01,5.908758727870807095e-03,1.000000000000000000e+00,2.500000000000000000e-01,7.000000000000000000e+00
9.996000000000000441e+00,1.933822724402260995e-01,6.107036073148002127e-03,1.000000000000000000e+00,7.500000000000000000e-01,7.000000000000000000e+00
9.996000000000000441e+00,1.551522209469725355e-01,5.914426590784446075e-03,1.000000000000000000e+00,1.500000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,1.150655368592749528e-01,5.982618712996739217e-03,1.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00
9.996000000000000441e+00,1.819428886789090649e-01,5.819338420287938421e-03,1.000000000000000000e+00,7.500000000000000000e-01,8.000000000000000000e+00
9.996000000000000441e+00,1.936624558026335541e-01,5.906679841543026853e-03,1.000000000000000000e+00,5.000000000000000000e-01,8.000000000000000000e+00
9.996000000000000441e+00,8.888302313112744768e-02,6.041544984444182677e-03,1.000000000000000000e+00,4.000000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,2.062688625254789354e-01,5.773631214025016882e-03,1.000000000000000000e+00,2.500000000000000000e-01,8.000000000000000000e+00
9.996000000000000441e+00,1.374713152839260877e-01,6.033938221296029220e-03,1.000000000000000000e+00,1.500000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,1.226616448337147225e-01,5.727480585274816530e-03,1.000000000000000000e+00,2.000000000000000000e+00,8.000000000000000000e+00
9.996000000000000441e+00,1.068386117142169356e-01,6.117535713379380208e-03,1.000000000000000000e+00,3.000000000000000000e+00,8.000000000000000000e+00
