# omega_y,average_angle
-6.771653543307087908e-01,1.394145483802114560e+00
-6.456692913385826404e-01,1.354066521570554071e+00
-6.141732283464567121e-01,1.312626257147081255e+00
-5.826771653543307838e-01,1.270897045901477673e+00
-5.511811023622046335e-01,1.228861452975056778e+00
-5.196850393700787052e-01,1.186501404032483054e+00
-4.881889763779527769e-01,1.143798144794781146e+00
-4.566929133858268486e-01,1.100732197746454144e+00
-4.251968503937009203e-01,1.057283315811710089e+00
-3.937007874015747699e-01,1.013430432774115708e+00
-3.622047244094488416e-01,9.691516101912228676e-01
-3.307086614173229133e-01,9.236552582945298795e-01
-2.992125984251967630e-01,8.784794802910642630e-01
-2.677165354330708347e-01,8.328054309383441378e-01
-2.362204724409449064e-01,7.858867048600373106e-01
-2.047244094488189781e-01,7.391599910761064152e-01
-1.732283464566930498e-01,6.911553566781650781e-01
-1.417322834645668994e-01,6.425626659662045936e-01
-1.102362204724409711e-01,5.933499529574994824e-01
-7.874015748031504280e-02,5.441809419172427553e-01
-4.724409448818889246e-02,4.936259856888244868e-01
-1.574803149606296415e-02,4.423448151538175721e-01
1.574803149606296415e-02,-4.423448151538175721e-01
4.724409448818889246e-02,-4.936259856888246533e-01
7.874015748031482076e-02,-5.441809419172423112e-01
1.102362204724407491e-01,-5.933499529574992604e-01
1.417322834645666774e-01,-6.425626659662040385e-01
1.732283464566930498e-01,-6.911553566781653002e-01
2.047244094488189781e-01,-7.391599910761064152e-01
2.362204724409449064e-01,-7.858867048600373106e-01
2.677165354330708347e-01,-8.328054309383441378e-01
2.992125984251967630e-01,-8.784794802910642630e-01
3.307086614173226913e-01,-9.236552582945295464e-01
3.622047244094486196e-01,-9.691516101912226455e-01
3.937007874015749920e-01,-1.013430432774116152e+00
4.251968503937009203e-01,-1.057283315811709867e+00
4.566929133858268486e-01,-1.100732197746454144e+00
4.881889763779527769e-01,-1.143798144794781146e+00
5.196850393700787052e-01,-1.186501404032483054e+00
5.511811023622046335e-01,-1.228861452975056778e+00
5.826771653543305618e-01,-1.270897045901477451e+00
6.141732283464564901e-01,-1.312626257147080810e+00
6.456692913385824184e-01,-1.354066521570553405e+00
6.771653543307087908e-01,-1.394145483802114560e+00
7.086614173228347191e-01,-1.435023556951449786e+00
7.401574803149606474e-01,-1.475660582954225530e+00
7.716535433070865757e-01,-1.514839973258146788e+00
8.031496062992125040e-01,-1.553692971666837064e+00
8.346456692913384323e-01,-1.593616993703280027e+00
8.661417322834643606e-01,-1.631923320092879104e+00
8.976377952755907330e-01,-1.669926700311849865e+00
9.291338582677166613e-01,-1.707632164562919330e+00
9.606299212598425896e-01,-1.745044035459775600e+00
9.921259842519685179e-01,-1.782165938258884363e+00
1.023622047244094446e+00,-1.819000809783590356e+00
1.055118110236220375e+00,-1.853459258792679032e+00
1.086614173228346303e+00,-1.889604836963581835e+00
1.118110236220472231e+00,-1.923056169674816074e+00
1.149606299212598159e+00,-1.958488988621596150e+00
1.181102362204724532e+00,-1.990867307245882456e+00
1.212598425196850460e+00,-2.022564032980615156e+00
1.244094488188976388e+00,-2.053543549316929617e+00
1.275590551181102317e+00,-2.083767767914519453e+00
1.307086614173228245e+00,-2.113196114514899193e+00
1.338582677165354173e+00,-2.141785522085449145e+00
1.370078740157480102e+00,-2.169490431902870053e+00
1.401574803149606474e+00,-2.191401068311198852e+00
1.433070866141732402e+00,-2.211469097438296671e+00
1.464566929133858331e+00,-2.229552936603413915e+00
1.496062992125984259e+00,-2.245504092525245188e+00
1.527559055118110187e+00,-2.259167462371204138e+00
1.559055118110236116e+00,-2.270381715132402611e+00
1.590551181102362044e+00,-2.270367466679819479e+00
1.622047244094487972e+00,-2.265851084966624018e+00
1.653543307086613900e+00,-2.256476668113872819e+00
1.685039370078740273e+00,-2.241880491902062289e+00
1.716535433070866201e+00,-2.208570024419483691e+00
1.748031496062992129e+00,-2.181152382538872114e+00
1.779527559055118058e+00,-2.115018431816586553e+00
1.811023622047243986e+00,-2.053511347183545777e+00
1.842519685039369914e+00,-1.940660562325919880e+00
1.874015748031495843e+00,-1.830604055883107373e+00
1.905511811023622215e+00,-1.652727628301253526e+00
1.937007874015748143e+00,-1.446379180366024864e+00
1.968503937007874072e+00,-1.144533572783521302e+00
2.000000000000000000e+00,-7.603283768914270713e-01
