# omega_y,average_angle
1.086614173228346303e+00,3.399953136488297056e-02
1.118110236220472231e+00,3.498661353019084930e-02
1.149606299212598159e+00,3.597383218410452055e-02
1.181102362204724532e+00,3.696119121817559999e-02
1.212598425196850460e+00,3.794869452788474790e-02
1.244094488188976388e+00,3.893634601275336449e-02
1.275590551181102317e+00,3.992414957645553514e-02
1.307086614173228245e+00,4.091210912693031554e-02
1.338582677165354173e+00,4.190022857649441240e-02
1.370078740157480102e+00,4.288851184195507926e-02
1.401574803149606474e+00,4.387696284472371311e-02
1.433070866141732402e+00,4.486558551092929836e-02
1.464566929133858331e+00,4.585438377153285006e-02
1.496062992125984259e+00,4.684336156244165578e-02
1.527559055118110187e+00,4.783252282462444743e-02
1.559055118110236116e+00,4.882187150422664240e-02
1.590551181102362044e+00,4.981141155268609122e-02
1.622047244094487972e+00,5.080114692684935263e-02
1.653543307086613900e+00,5.179108158908830167e-02
1.685039370078740273e+00,5.278121950741735541e-02
1.716535433070866201e+00,5.377156465561086507e-02
1.748031496062992129e+00,5.476212101332134791e-02
1.779527559055118058e+00,5.575289256619796879e-02
1.811023622047243986e+00,5.674388330600556307e-02
1.842519685039369914e+00,5.773509723074422839e-02
1.874015748031495843e+00,5.872653834476936063e-02
1.905511811023622215e+00,5.971821065891234209e-02
1.937007874015748143e+00,6.071011819060154191e-02
1.968503937007874072e+00,6.170226496398412835e-02
2.000000000000000000e+00,6.269465501004835295e-02
