# angular_frequency,average_fft_tr(J^2),95CLI
2.442739084613436376e+02,2.070484438044639219e+00,5.202946895282447581e-01
2.449034836291230590e+02,2.082061848679684246e+00,4.878524404827297989e-01
2.455330587969024521e+02,1.967016612316632607e+00,5.086998391116503981e-01
2.461626339646818167e+02,1.956242444473841546e+00,4.689510368774291171e-01
2.467922091324612097e+02,2.003397394263968234e+00,4.841290963552333793e-01
2.474217843002406028e+02,1.840922527608717330e+00,4.392962807596369479e-01
2.480513594680200242e+02,1.975700655333096023e+00,4.437861375678452958e-01
2.486809346357994173e+02,1.745895747187541147e+00,3.584388409900290395e-01
2.493105098035788103e+02,1.918264547139063803e+00,4.458490067249571975e-01
2.499400849713581749e+02,1.853039978723688197e+00,3.975625785700667159e-01
2.505696601391375680e+02,1.972347623310967357e+00,4.433208792551284194e-01
2.511992353069169894e+02,2.171615425751026063e+00,4.747809755624662342e-01
2.518288104746963825e+02,1.978214154962362192e+00,4.810161056488796438e-01
2.524583856424757755e+02,1.956194878115284030e+00,4.337969175033106750e-01
2.530879608102551686e+02,2.109188320120502169e+00,4.553483061687026434e-01
2.537175359780345332e+02,1.944030881005109457e+00,4.603884301339644658e-01
2.543471111458139546e+02,2.013942771319680247e+00,4.704030480520616786e-01
2.549766863135933477e+02,1.880619063167052296e+00,4.459764581444629061e-01
2.556062614813727407e+02,1.791304464642996752e+00,4.797959930412681873e-01
2.562358366491521338e+02,1.788380586457308352e+00,4.089910534774839901e-01
2.568654118169315552e+02,1.861449186341661788e+00,4.502199857101759073e-01
2.574949869847109198e+02,1.804799525764792190e+00,4.295506325444494733e-01
2.581245621524903413e+02,1.660976681243986564e+00,3.775762701583506575e-01
2.587541373202697059e+02,1.554226135175553969e+00,3.730588912908073262e-01
2.593837124880491274e+02,1.732037906918204140e+00,3.860906315170367087e-01
2.600132876558284920e+02,1.847704488803750156e+00,4.057934843561232241e-01
2.606428628236079135e+02,1.778456277781134798e+00,4.111874845008155477e-01
2.612724379913872781e+02,1.807047691208334417e+00,3.997255563528221423e-01
2.619020131591666996e+02,1.745981349066245025e+00,3.933929907365526502e-01
2.625315883269460642e+02,1.730000398687033369e+00,4.195875181161717316e-01
2.631611634947254856e+02,1.811568664737809531e+00,4.148691861585970808e-01
2.637907386625049071e+02,1.727886150842047552e+00,4.352873493072796363e-01
2.644203138302842717e+02,1.666093806395788413e+00,4.168253989514394409e-01
2.650498889980636363e+02,1.688329126205424302e+00,3.823871691311910848e-01
2.656794641658430578e+02,1.595977569767606408e+00,3.552608422831168289e-01
2.663090393336224793e+02,1.713906516199125596e+00,4.365418580481608135e-01
2.669386145014018439e+02,1.644815524487471814e+00,4.029447109062143650e-01
2.675681896691812653e+02,1.584244775531760574e+00,3.728839927193763337e-01
2.681977648369606300e+02,1.655396490616719118e+00,3.726049925003654950e-01
2.688273400047399946e+02,1.482921316115855648e+00,3.386052834696548497e-01
2.694569151725194160e+02,1.663903400031662594e+00,3.786879821030896820e-01
2.700864903402988375e+02,1.660430608621581205e+00,3.826052438935164113e-01
2.707160655080782021e+02,1.698850104546895556e+00,3.716869233583866561e-01
2.713456406758576236e+02,1.691734269584244776e+00,3.670735598104166164e-01
2.719752158436370451e+02,1.685483778105659081e+00,3.977419062777281522e-01
2.726047910114164097e+02,1.661062900662005015e+00,3.583920257755416894e-01
2.732343661791957743e+02,1.763354600841084752e+00,3.687290996790603681e-01
2.738639413469751958e+02,1.662227536606776024e+00,3.657314643618035377e-01
2.744935165147545604e+02,1.673124082739781304e+00,3.709765951957855190e-01
2.751230916825339818e+02,1.583887509887933698e+00,3.782729998031073015e-01
2.757526668503134033e+02,1.456666402585534925e+00,3.800682775337760888e-01
2.763822420180927679e+02,1.548382712880468803e+00,3.753487938499437959e-01
2.770118171858721325e+02,1.607068031181557721e+00,4.000823695174300920e-01
2.776413923536515540e+02,1.677738548448256539e+00,3.926192810204810479e-01
2.782709675214309755e+02,1.539641432429774026e+00,3.636537365638592978e-01
2.789005426892103401e+02,1.493324341902813712e+00,3.586314445722559308e-01
2.795301178569897615e+02,1.579844202795574581e+00,3.714100897421234726e-01
2.801596930247691262e+02,1.490247730134543147e+00,3.668730877550243630e-01
2.807892681925485476e+02,1.481648100864978446e+00,3.537789133609057224e-01
2.814188433603279123e+02,1.552316886722227229e+00,3.655682915501576868e-01
2.820484185281073337e+02,1.340341192766529188e+00,2.850669344687843387e-01
2.826779936958866983e+02,1.415458917846747378e+00,3.326703951491329359e-01
2.833075688636661198e+02,1.446163891600107387e+00,3.306506211144458196e-01
2.839371440314454844e+02,1.272220440134461672e+00,2.996586794655914932e-01
2.845667191992249059e+02,1.403810393351132557e+00,3.219113613630388282e-01
2.851962943670042705e+02,1.319153853888578531e+00,3.363042306050876284e-01
2.858258695347836920e+02,1.291374399375299742e+00,2.903041561146627592e-01
2.864554447025631134e+02,1.468623183128487941e+00,3.868174977944399684e-01
2.870850198703424780e+02,1.378856478304466782e+00,3.447729607650254491e-01
2.877145950381218427e+02,1.313883221671784174e+00,3.076554760770322527e-01
2.883441702059012641e+02,1.470412161796023964e+00,3.757210156349026775e-01
2.889737453736806287e+02,1.343403120608314349e+00,3.681578217072798420e-01
2.896033205414600502e+02,1.479817273009911283e+00,4.077256340423973113e-01
2.902328957092394717e+02,1.464038687731791466e+00,3.882485722956032226e-01
2.908624708770188363e+02,1.327496161996277291e+00,3.567242475686502323e-01
2.914920460447982009e+02,1.351815075091702401e+00,3.703732902478591993e-01
2.921216212125776224e+02,1.455955641686943025e+00,4.154756932835901861e-01
2.927511963803570438e+02,1.343208353232200336e+00,3.651547241475310290e-01
2.933807715481364085e+02,1.380222864350667544e+00,3.749278528532185017e-01
2.940103467159158299e+02,1.324358894813685739e+00,3.563150312748545323e-01
2.946399218836952514e+02,1.471534958953506500e+00,3.617619730453602855e-01
2.952694970514746160e+02,1.300694821777201637e+00,3.272686330402437282e-01
2.958990722192539806e+02,1.351192150839438888e+00,3.577719466121013769e-01
2.965286473870334021e+02,1.371398449687573518e+00,3.333018077836659154e-01
2.971582225548127667e+02,1.350741214408269109e+00,3.160399757591111358e-01
2.977877977225921882e+02,1.399044270502101117e+00,3.597886508838822328e-01
2.984173728903716096e+02,1.289172881090355327e+00,3.548140130904325340e-01
2.990469480581509742e+02,1.203748252364735150e+00,3.277338195685406408e-01
2.996765232259303389e+02,1.250296108740507561e+00,3.209844404826028286e-01
3.003060983937097603e+02,1.267656170394573456e+00,3.640130175184174144e-01
3.009356735614891818e+02,1.272429833702350077e+00,3.657326561715195656e-01
3.015652487292685464e+02,1.306248991887487332e+00,3.884093220775138855e-01
3.021948238970479679e+02,1.117067737265549310e+00,3.212632176277968599e-01
3.028243990648273325e+02,1.214939779830397804e+00,3.469512367919325713e-01
3.034539742326067540e+02,1.325995109977804898e+00,3.950272376818894648e-01
3.040835494003861186e+02,1.273754424908497107e+00,3.807855747833687188e-01
3.047131245681655400e+02,1.329330688574954067e+00,3.643580826048696819e-01
3.053426997359449047e+02,1.181736845208127606e+00,3.306703473811885008e-01
3.059722749037243261e+02,1.139576184674177650e+00,3.316814068285044437e-01
3.066018500715036907e+02,1.327035113591452431e+00,3.277921440244619400e-01
3.072314252392831122e+02,1.216891705881309571e+00,3.197310213290170955e-01
3.078610004070624768e+02,1.246147973795219910e+00,3.017444593097403094e-01
3.084905755748418983e+02,1.160207022810047839e+00,2.826083350463218791e-01
3.091201507426213198e+02,1.164949296056652317e+00,2.886217363504001709e-01
3.097497259104006844e+02,1.221512726620040956e+00,3.047754189378582557e-01
3.103793010781800490e+02,1.208888038517212271e+00,3.052122540455566302e-01
3.110088762459594705e+02,1.114899938674411617e+00,3.066953510799669269e-01
3.116384514137388351e+02,1.176573951006190333e+00,2.846636391630619767e-01
3.122680265815182565e+02,1.023281530780228321e+00,2.902316828726018705e-01
3.128976017492976780e+02,1.125935814344493524e+00,3.145682979725084594e-01
3.135271769170770426e+02,1.308524145705637798e+00,3.309540614772208955e-01
3.141567520848564072e+02,1.221914512716399059e+00,3.333756485908801470e-01
3.147863272526358287e+02,1.200120039826674034e+00,3.304608292201191011e-01
3.154159024204152502e+02,1.063030923564363794e+00,3.237607046938954514e-01
