# angular_frequency,average_fft_tr(J^2),95CLI
9.632374403318593181e+01,8.254710259977601439e+00,9.656666253563686020e-01
9.695331920096532485e+01,8.271868462523562116e+00,9.619763918028439997e-01
9.758289436874471789e+01,7.910891822252324346e+00,9.257126752227254896e-01
9.821246953652411094e+01,7.722865152640165931e+00,8.707042127186553904e-01
9.884204470430351819e+01,7.726569370022073002e+00,8.455037810425705125e-01
9.947161987208289702e+01,7.288182237592037538e+00,7.951994012391804256e-01
1.001011950398623043e+02,7.418703895422079420e+00,7.952137049198598762e-01
1.007307702076416973e+02,7.530904422555674493e+00,8.285528345736966616e-01
1.013603453754210761e+02,7.347230766527196089e+00,8.392143135431279211e-01
1.019899205432004834e+02,7.337605305702619596e+00,8.537309525738530080e-01
1.026194957109798764e+02,7.332195195127416909e+00,8.649537265307769562e-01
1.032490708787592695e+02,7.311484087528543618e+00,9.027199401363767972e-01
1.038786460465386625e+02,6.851811927649871237e+00,8.382904529814001471e-01
1.045082212143180698e+02,6.706548954136910545e+00,8.069475799729881604e-01
1.051377963820974486e+02,6.900258263211914489e+00,8.055659911442858423e-01
1.057673715498768559e+02,6.761175847162453678e+00,7.775003016598719396e-01
1.063969467176562489e+02,6.367744507654668595e+00,7.327793674669502710e-01
1.070265218854356277e+02,6.386170197945504334e+00,7.231633196943364483e-01
1.076560970532150350e+02,6.301821934080327203e+00,6.898172851219817048e-01
1.082856722209944280e+02,6.281074422643796673e+00,6.915056966814689954e-01
1.089152473887738211e+02,6.160593644664848156e+00,6.807987575044779360e-01
1.095448225565532141e+02,6.315198183826704614e+00,6.877458729874488252e-01
1.101743977243326214e+02,6.139668200513439089e+00,6.897102067328652053e-01
1.108039728921120002e+02,6.039548382794707848e+00,6.747294705307309570e-01
1.114335480598913932e+02,6.038424053884338782e+00,6.533397911310158124e-01
1.120631232276708005e+02,5.974212743264872394e+00,6.712490663246324374e-01
1.126926983954501793e+02,5.985880104031820359e+00,6.877418850871684919e-01
1.133222735632295866e+02,5.949666786344812941e+00,6.703976973487012492e-01
1.139518487310089796e+02,5.779122936669735644e+00,6.598253683279515780e-01
1.145814238987883726e+02,5.749337523718442533e+00,6.941996707104661768e-01
1.152109990665677657e+02,5.547966003490219400e+00,6.482351625558705477e-01
1.158405742343471729e+02,5.421180297192702113e+00,6.384144733853541753e-01
1.164701494021265518e+02,5.533340690971726872e+00,6.081517464618413360e-01
1.170997245699059448e+02,5.496080527721692199e+00,6.295844390682584502e-01
1.177292997376853521e+02,5.329487712028353030e+00,5.955705620758648955e-01
1.183588749054647309e+02,5.413929988286878547e+00,6.184243212322036998e-01
1.189884500732441381e+02,5.334274465684277544e+00,5.688842981162705037e-01
1.196180252410235312e+02,5.147633403567062338e+00,5.889004780176426701e-01
1.202476004088029242e+02,5.230715854334777148e+00,5.895428375475654237e-01
1.208771755765823173e+02,4.918222064419051520e+00,5.447505765041407155e-01
1.215067507443617245e+02,4.779538980120281444e+00,5.476159046782548279e-01
1.221363259121411033e+02,4.827795227152276603e+00,5.540990179899730750e-01
1.227659010799204964e+02,4.823504144677997374e+00,5.338711550151680196e-01
1.233954762476998894e+02,4.619708429203496891e+00,5.344997951051929652e-01
1.240250514154792825e+02,4.624064568909126649e+00,5.166816761957306881e-01
1.246546265832586897e+02,4.534076658775631152e+00,5.028179325126379551e-01
1.252842017510380686e+02,4.333848109096030576e+00,4.654841926266450325e-01
1.259137769188174758e+02,4.330854981003002813e+00,4.780690014300122415e-01
1.265433520865968688e+02,4.436920755631026836e+00,4.952482304824095682e-01
1.271729272543762477e+02,4.313853905332726946e+00,4.918912427350285999e-01
1.278025024221556549e+02,4.189584553836482428e+00,4.992926529193579821e-01
1.284320775899350622e+02,4.328817933502376647e+00,5.038100233565485642e-01
1.290616527577144268e+02,4.287074165906410883e+00,5.035585921187152314e-01
1.296912279254938483e+02,4.329344964546383068e+00,5.096651535809891831e-01
1.303208030932732413e+02,4.350077874116415444e+00,5.193283737084662954e-01
1.309503782610526343e+02,4.290059990076045437e+00,4.963082027168687071e-01
1.315799534288320274e+02,4.076734899679061996e+00,4.853966235883334090e-01
1.322095285966114204e+02,3.873760370422806076e+00,4.963839241708088434e-01
1.328391037643908135e+02,3.977006664252066503e+00,4.905172797512237781e-01
1.334686789321702065e+02,3.941314373219000355e+00,4.601731693515946353e-01
1.340982540999495995e+02,3.923888806722970468e+00,4.675814178068989913e-01
1.347278292677289926e+02,3.916168600408010736e+00,4.787729217089112810e-01
1.353574044355083856e+02,3.835581379707540872e+00,4.858813296335035004e-01
1.359869796032877787e+02,3.945911540514424054e+00,4.964909214135467264e-01
1.366165547710671717e+02,3.711180394013251505e+00,4.690107714447593334e-01
1.372461299388465648e+02,3.795373522807250044e+00,4.953778124031440466e-01
1.378757051066259862e+02,3.821406740941563296e+00,5.093479036714826380e-01
1.385052802744053508e+02,3.763133018991797751e+00,5.063992567749772133e-01
1.391348554421847439e+02,3.776143345435783782e+00,5.207594507248380911e-01
1.397644306099641653e+02,3.764363040744773681e+00,5.382683680156463701e-01
1.403940057777435300e+02,3.796734128968952682e+00,5.584618623309934859e-01
1.410235809455229514e+02,3.653280719415874511e+00,5.294455944919800316e-01
1.416531561133023445e+02,3.654920059551489242e+00,5.442611222319528874e-01
1.422827312810817091e+02,3.558599041653412787e+00,5.613703280682390551e-01
1.429123064488611305e+02,3.572315639375841734e+00,5.794783677036448033e-01
1.435418816166405236e+02,3.461260946162322494e+00,5.498545265788995495e-01
1.441714567844199166e+02,3.536101464388128779e+00,5.544153483634978175e-01
1.448010319521993097e+02,3.513459250488948360e+00,5.443856775310697005e-01
1.454306071199787027e+02,3.376852873719641934e+00,5.269407985311412856e-01
1.460601822877580958e+02,3.428784085875376864e+00,5.116709985477996270e-01
1.466897574555374888e+02,3.504328123954692842e+00,5.437790254104634124e-01
1.473193326233168818e+02,3.434772133751762269e+00,5.496934463871546717e-01
1.479489077910962749e+02,3.545397374970681970e+00,5.566926373830637376e-01
1.485784829588756679e+02,3.392527074106267193e+00,5.484943983898578068e-01
1.492080581266550894e+02,3.375960873289686415e+00,5.560347424786253878e-01
1.498376332944344540e+02,3.414197825898772631e+00,5.691882368652267932e-01
1.504672084622138470e+02,3.263819323886873569e+00,5.564511167519720081e-01
1.510967836299932685e+02,3.273862159269886885e+00,5.423355882243766635e-01
1.517263587977726331e+02,3.449193497785007168e+00,5.638420801755330558e-01
1.523559339655520546e+02,3.286871370201490894e+00,5.618246650355067651e-01
1.529855091333314476e+02,3.310078488611669201e+00,5.466055339430092586e-01
1.536150843011108122e+02,3.248384034253004593e+00,5.377279265250298756e-01
1.542446594688902337e+02,3.169078911826868516e+00,5.429553401937865509e-01
1.548742346366696268e+02,3.099304359488299188e+00,5.292688853872032917e-01
1.555038098044490198e+02,3.071769280583663164e+00,5.192397356863829305e-01
1.561333849722284128e+02,3.014219765587222710e+00,5.051257963355891834e-01
1.567629601400078059e+02,3.006058758216514804e+00,5.112301507460779160e-01
1.573925353077871989e+02,2.931506504054903761e+00,5.204290600514814846e-01
1.580221104755665920e+02,2.989075879378202405e+00,5.228454116651671812e-01
1.586516856433459850e+02,2.937653727953960292e+00,5.199792766321476023e-01
1.592812608111253780e+02,2.898494809670190797e+00,5.085195980389554116e-01
1.599108359789047711e+02,2.828061065659313922e+00,4.957790228789440423e-01
1.605404111466841641e+02,2.776016583989942443e+00,4.814952842023198509e-01
1.611699863144635572e+02,2.781809585355842884e+00,4.678183054069732227e-01
1.617995614822429502e+02,2.761486933521178688e+00,4.560015096708092130e-01
1.624291366500223717e+02,2.720646882990338078e+00,4.481177748535823957e-01
1.630587118178017647e+02,2.675570622438723234e+00,4.378907912624457333e-01
1.636882869855811293e+02,2.748407382486244721e+00,4.499859916753349287e-01
1.643178621533605224e+02,2.694227318826622586e+00,4.443050140410712001e-01
1.649474373211399154e+02,2.623918715766389020e+00,4.405055550985863544e-01
1.655770124889193369e+02,2.600213653444926276e+00,4.281154344683122392e-01
1.662065876566987299e+02,2.622167471725942889e+00,4.398697581284046199e-01
1.668361628244781230e+02,2.576264234304874723e+00,4.316501931658818791e-01
1.674657379922574876e+02,2.535585602451009724e+00,4.369238454931468341e-01
1.680953131600369090e+02,2.572411003925146655e+00,4.397912300336153657e-01
1.687248883278163021e+02,2.548378321887816433e+00,4.512789672767724691e-01
1.693544634955956951e+02,2.518547336888077748e+00,4.554770693979916518e-01
1.699840386633750882e+02,2.582441628555105506e+00,4.701819566351677082e-01
1.706136138311545096e+02,2.515214132827588767e+00,4.513274111919703402e-01
1.712431889989338742e+02,2.450993523535081486e+00,4.462717223776737074e-01
1.718727641667132673e+02,2.455216716680305389e+00,4.501193213136506222e-01
1.725023393344926603e+02,2.439887692233793537e+00,4.396643096214369328e-01
1.731319145022720534e+02,2.412712222440454024e+00,4.479713174951729937e-01
1.737614896700514748e+02,2.410507436387948843e+00,4.423616133373709514e-01
1.743910648378308679e+02,2.338001255427974989e+00,4.214885719719639878e-01
1.750206400056102325e+02,2.313681143638304238e+00,4.173388175805036182e-01
1.756502151733896255e+02,2.274454166857722281e+00,4.097577305293008676e-01
1.762797903411690186e+02,2.273630435858804422e+00,3.995832738723125721e-01
1.769093655089484400e+02,2.209126350150176332e+00,3.936962875498328240e-01
1.775389406767278331e+02,2.240705405822814189e+00,3.873746465059641486e-01
1.781685158445072261e+02,2.256434988108323214e+00,3.915753648881887261e-01
1.787980910122865907e+02,2.144060405280248105e+00,3.883718390453406721e-01
1.794276661800659838e+02,2.168218237642741908e+00,3.891805031487699518e-01
1.800572413478454052e+02,2.225423803573848058e+00,3.929839162657831619e-01
1.806868165156247983e+02,2.226954149335348632e+00,3.985190728501987190e-01
1.813163916834041913e+02,2.187219081840784174e+00,3.917631926770859252e-01
1.819459668511836128e+02,2.074259465549683323e+00,3.852454424010941514e-01
1.825755420189629774e+02,2.066344533594041799e+00,3.796117217745612615e-01
1.832051171867423704e+02,2.058537611562879732e+00,3.827172857803047834e-01
1.838346923545217635e+02,2.047445394480137626e+00,3.796491046787984214e-01
1.844642675223011565e+02,2.043912441585697959e+00,3.859072046184802152e-01
1.850938426900805780e+02,2.016079692518792932e+00,3.800010706253985626e-01
1.857234178578599710e+02,2.045801308746846292e+00,3.789175896688887768e-01
1.863529930256393357e+02,2.049676911480369679e+00,3.762131419424122880e-01
1.869825681934187287e+02,1.970615148139848838e+00,3.735574523694756843e-01
1.876121433611981217e+02,1.888918113706723023e+00,3.655324137768287684e-01
1.882417185289775432e+02,1.880303849910700320e+00,3.606333618654752882e-01
1.888712936967569362e+02,1.910138277721167288e+00,3.594424629611934763e-01
1.895008688645363293e+02,1.897714201986444804e+00,3.651800460055670827e-01
1.901304440323156939e+02,1.840399448464353105e+00,3.509938516159564204e-01
1.907600192000950869e+02,1.847568416880422726e+00,3.391899806187494981e-01
1.913895943678745084e+02,1.795996576777315834e+00,3.407808801296455248e-01
1.920191695356539014e+02,1.783757116396995634e+00,3.329005167384409547e-01
1.926487447034332945e+02,1.738082152647287160e+00,3.333348288086861455e-01
1.932783198712127160e+02,1.725571899060201364e+00,3.195752464599735387e-01
1.939078950389920806e+02,1.674560888443356932e+00,3.079220000142539604e-01
1.945374702067714736e+02,1.659741168401796862e+00,3.036889705735683620e-01
1.951670453745508667e+02,1.620290421860852925e+00,2.906084776470070352e-01
1.957966205423302597e+02,1.613779613371950639e+00,2.875979443836468308e-01
1.964261957101096812e+02,1.573989729068684618e+00,2.859434632068785787e-01
1.970557708778890742e+02,1.563642854332703891e+00,2.754405587322747984e-01
1.976853460456684388e+02,1.531566165952651826e+00,2.697537210343473046e-01
1.983149212134478319e+02,1.556857153218528245e+00,2.884420337969995640e-01
1.989444963812272249e+02,1.517410243511883250e+00,2.885873334461341311e-01
1.995740715490066464e+02,1.506210310727907453e+00,2.773872538402418764e-01
2.002036467167860394e+02,1.506975194406270813e+00,2.809107206370573540e-01
2.008332218845654324e+02,1.546349817866000231e+00,2.909071542676825994e-01
2.014627970523447971e+02,1.490983819148821610e+00,2.850743107041651125e-01
2.020923722201241901e+02,1.495141757074892164e+00,2.868505709099858914e-01
2.027219473879036116e+02,1.528192447279033361e+00,2.868731532575384269e-01
2.033515225556830046e+02,1.534011318706525850e+00,2.974209489553074071e-01
2.039810977234623977e+02,1.541495513918169857e+00,2.953412866051191021e-01
2.046106728912418191e+02,1.515150421311364015e+00,2.819568140758451635e-01
2.052402480590211837e+02,1.508935085302145929e+00,2.855248522020090718e-01
2.058698232268005768e+02,1.525371524627159081e+00,2.829191075218745466e-01
2.064993983945799698e+02,1.475328515535082818e+00,2.803705534467781924e-01
2.071289735623593629e+02,1.490060358186437783e+00,2.745981810087299024e-01
2.077585487301387843e+02,1.516024484261587979e+00,2.845101150629468778e-01
2.083881238979181774e+02,1.459001953283727504e+00,2.843810549993975312e-01
2.090176990656975420e+02,1.467728512852428668e+00,2.831234931491289353e-01
2.096472742334769350e+02,1.457017897495620495e+00,2.832972800323343976e-01
2.102768494012563281e+02,1.482106574083636774e+00,2.874237495250998586e-01
2.109064245690357495e+02,1.483509580531813254e+00,2.816153514886675091e-01
2.115359997368151426e+02,1.426017228313929408e+00,2.725862692258275155e-01
2.121655749045945356e+02,1.445820953781535634e+00,2.679765023111835842e-01
2.127951500723739002e+02,1.424535466071933154e+00,2.720656808394321113e-01
2.134247252401532933e+02,1.413141987487707807e+00,2.666487274932635709e-01
2.140543004079327147e+02,1.403588621115934743e+00,2.633173187406545046e-01
2.146838755757121078e+02,1.375415421923567472e+00,2.666436857757253920e-01
2.153134507434915008e+02,1.391942874730202062e+00,2.707257826208970819e-01
2.159430259112708939e+02,1.338656159281740532e+00,2.684667320627713849e-01
2.165726010790502585e+02,1.335591057388221703e+00,2.682404207567071208e-01
2.172021762468296799e+02,1.305829352410066369e+00,2.592411792893202782e-01
2.178317514146090730e+02,1.302054621014221647e+00,2.606961950448569709e-01
2.184613265823884660e+02,1.293335751157735247e+00,2.559213230967216646e-01
2.190909017501678875e+02,1.267338335347462319e+00,2.496403291859808360e-01
2.197204769179472805e+02,1.270324361161318194e+00,2.424069944518597031e-01
2.203500520857266451e+02,1.251075893175220166e+00,2.414921952294970253e-01
2.209796272535060382e+02,1.210655223918615464e+00,2.372737825200986472e-01
2.216092024212854312e+02,1.254385992861699384e+00,2.446551479567453113e-01
2.222387775890648527e+02,1.233735539243370427e+00,2.473884417852544870e-01
2.228683527568442457e+02,1.175402948265087177e+00,2.431539066512513336e-01
2.234979279246236388e+02,1.203355536295597883e+00,2.473051401986099962e-01
2.241275030924030034e+02,1.208850408866292359e+00,2.476622777682329912e-01
2.247570782601823964e+02,1.180870033121831586e+00,2.435842364932923887e-01
2.253866534279618179e+02,1.163729055982206884e+00,2.419910989960098180e-01
2.260162285957412109e+02,1.125014070063863336e+00,2.408183604848815051e-01
2.266458037635206040e+02,1.176236623873389453e+00,2.398278157532358623e-01
2.272753789312999970e+02,1.125628408500958022e+00,2.417871643197784526e-01
2.279049540990793616e+02,1.138571042451499649e+00,2.454432699241386462e-01
2.285345292668587831e+02,1.144093070325738593e+00,2.500895097665022382e-01
2.291641044346381761e+02,1.179225190051322203e+00,2.539359169370111746e-01
2.297936796024175692e+02,1.187328678348882338e+00,2.544206166803736902e-01
2.304232547701969906e+02,1.192854832946426802e+00,2.586855854932177401e-01
2.310528299379763837e+02,1.184283327073459180e+00,2.601421331721305852e-01
2.316824051057557483e+02,1.118555821482191792e+00,2.558783060584145508e-01
2.323119802735351414e+02,1.162197536686839561e+00,2.586898909820266601e-01
2.329415554413145344e+02,1.141374423755644685e+00,2.640614501502983047e-01
2.335711306090939559e+02,1.173218585775976264e+00,2.677552441456066412e-01
2.342007057768733489e+02,1.118442753167905757e+00,2.627769738452169768e-01
2.348302809446527419e+02,1.106427493299851905e+00,2.605106175614829711e-01
2.354598561124321066e+02,1.109201526296262230e+00,2.595059775606032848e-01
2.360894312802114996e+02,1.134922597892603857e+00,2.639517003203077916e-01
2.367190064479909211e+02,1.091273262322497883e+00,2.545226614807183374e-01
2.373485816157703141e+02,1.048103079195745524e+00,2.491843631781485158e-01
2.379781567835497071e+02,1.053380032270933020e+00,2.468638545235476989e-01
2.386077319513291002e+02,1.049854168393616005e+00,2.464964368203992340e-01
2.392373071191084648e+02,1.029960137519133623e+00,2.379493083326698066e-01
2.398668822868878863e+02,1.012316414678246179e+00,2.309598274753173197e-01
2.404964574546672793e+02,1.019091671222093654e+00,2.309560093062154040e-01
2.411260326224466723e+02,1.021429458636811338e+00,2.307030391717169449e-01
2.417556077902260938e+02,9.819918179870296138e-01,2.213387230115446414e-01
2.423851829580054869e+02,9.679313522222985355e-01,2.173160658712580684e-01
2.430147581257848515e+02,9.876157757547368021e-01,2.168761877794399551e-01
2.436443332935642445e+02,9.443687123114514748e-01,2.119869374148271590e-01
