# surftimeconst,average_velocity_axis_0_t_inf__params_1o0_4o0,average_velocity_axis_0_t_inf__params_1o0_1o0,average_velocity_axis_0_t_inf__params_1o0_2o0,average_velocity_axis_0_t_inf__params_1o0_8o0
3.551020408163265252e+00,1.101057055089653264e-01,1.190491725191766548e-01,1.159666531476963303e-01,9.563352925183041253e-02
3.673469387755102122e+00,1.097474910457447161e-01,1.192824683778841710e-01,1.162670383600861862e-01,9.526472506721569977e-02
3.795918367346938549e+00,1.093285975579081359e-01,1.194349750219839690e-01,1.165057245623831034e-01,9.488081422424320122e-02
3.918367346938775420e+00,1.088568020647405904e-01,1.195087472615120189e-01,1.166844009995764153e-01,9.448880960764804993e-02
4.040816326530611846e+00,1.083398815855271535e-01,1.195058399065044158e-01,1.168047569166554278e-01,9.409572410216517080e-02
4.163265306122449161e+00,1.077856131395529271e-01,1.194283077669971715e-01,1.168684815586095854e-01,9.370857059252964139e-02
4.285714285714285587e+00,1.072017737461029852e-01,1.192782056530262980e-01,1.168772641704281523e-01,9.333436196347655311e-02
4.408163265306122014e+00,1.065961404244623600e-01,1.190575883746278207e-01,1.168327939971005591e-01,9.298011109974077537e-02
4.530612244897959329e+00,1.059764901939161813e-01,1.187685107418378211e-01,1.167367602836160423e-01,9.265283088605744122e-02
4.653061224489795755e+00,1.053506000737494258e-01,1.184130275646922692e-01,1.165908522749640325e-01,9.235953420716153106e-02
4.775510204081632182e+00,1.047262470832472647e-01,1.179931936532272602e-01,1.163967592161338216e-01,9.210723394778809470e-02
4.897959183673469497e+00,1.041112082416947165e-01,1.175110638174788197e-01,1.161561703521148403e-01,9.190294299267216804e-02
5.020408163265305923e+00,1.035132605683768414e-01,1.169686928674829179e-01,1.158707749278963112e-01,9.175367422654871763e-02
5.142857142857142350e+00,1.029401810825787827e-01,1.163681356132757194e-01,1.155422621884677065e-01,9.166644053415283488e-02
5.265306122448979664e+00,1.023997468035855313e-01,1.157114468648931249e-01,1.151723213788182903e-01,9.164825480021948634e-02
5.387755102040816091e+00,1.018997347506821749e-01,1.150006814323712018e-01,1.147626417439374519e-01,9.170612990948376342e-02
5.510204081632652517e+00,1.014479219431538709e-01,1.142378941257459896e-01,1.143149125288145385e-01,9.184707874668061878e-02
5.632653061224489832e+00,1.010520854002855129e-01,1.134251397550535556e-01,1.138308229784388559e-01,9.207811419654510221e-02
5.755102040816326259e+00,1.007200021413623414e-01,1.125644731303298840e-01,1.133120623377998210e-01,9.240624914381227739e-02
5.877551020408162685e+00,1.004594491856693472e-01,1.116579490616110837e-01,1.127603198518867117e-01,9.283849647321706922e-02
6.000000000000000000e+00,1.002782035524916182e-01,1.107076223589330555e-01,1.121772847656888894e-01,9.338186906949463850e-02
