# time,average_velocity_axis_0_t_inf,95CLI,vs,surftimeconst,order
9.779999999999999361e+00,1.225430542990717797e-01,9.669249892671391219e-03,1.000000000000000000e+00,4.000000000000000000e+00,4.000000000000000000e+00
9.779999999999999361e+00,1.031499891409844716e-01,9.937065016650599436e-03,1.000000000000000000e+00,6.000000000000000000e+00,4.000000000000000000e+00
9.779999999999999361e+00,1.124779951910787335e-01,9.691463478490563999e-03,1.000000000000000000e+00,2.000000000000000000e+00,4.000000000000000000e+00
9.779999999999999361e+00,9.305824753462903220e-02,9.799305239609612875e-03,1.000000000000000000e+00,1.000000000000000000e+00,5.000000000000000000e+00
9.779999999999999361e+00,1.135540858606131909e-01,9.761714880467916786e-03,1.000000000000000000e+00,3.000000000000000000e+00,5.000000000000000000e+00
9.779999999999999361e+00,1.038214082870015376e-01,9.741297312664069438e-03,1.000000000000000000e+00,5.000000000000000000e+00,5.000000000000000000e+00
9.779999999999999361e+00,6.767380780491116798e-02,9.652491069291363468e-03,1.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00
9.779999999999999361e+00,1.113944710885576422e-01,9.766709182915261217e-03,1.000000000000000000e+00,6.000000000000000000e+00,5.000000000000000000e+00
9.779999999999999361e+00,1.112923396011071819e-01,9.720499102792882345e-03,1.000000000000000000e+00,2.000000000000000000e+00,5.000000000000000000e+00
9.779999999999999361e+00,1.208189199498338473e-01,9.897615869889882581e-03,1.000000000000000000e+00,4.000000000000000000e+00,5.000000000000000000e+00
9.779999999999999361e+00,9.532955853982938432e-02,9.680907244934668782e-03,1.000000000000000000e+00,1.000000000000000000e+00,6.000000000000000000e+00
9.779999999999999361e+00,1.120933489153965457e-01,9.639149705321755496e-03,1.000000000000000000e+00,4.000000000000000000e+00,6.000000000000000000e+00
9.779999999999999361e+00,1.110894832556476863e-01,9.644364053772532322e-03,1.000000000000000000e+00,2.000000000000000000e+00,6.000000000000000000e+00
9.779999999999999361e+00,1.165963476262940890e-01,9.694768067693928029e-03,1.000000000000000000e+00,3.000000000000000000e+00,6.000000000000000000e+00
9.779999999999999361e+00,6.285321549179609391e-02,9.653654473186810275e-03,1.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00
9.779999999999999361e+00,1.191956578666203415e-01,9.571360822711399985e-03,1.000000000000000000e+00,6.000000000000000000e+00,6.000000000000000000e+00
9.779999999999999361e+00,1.148098761373258503e-01,9.837607604226287009e-03,1.000000000000000000e+00,5.000000000000000000e+00,6.000000000000000000e+00
