# surftimeconst,average_velocity_axis_0_t_inf__params_12o0_8o0,average_velocity_axis_0_t_inf__params_16o0_2o0,average_velocity_axis_0_t_inf__params_4o0_5o0,average_velocity_axis_0_t_inf__params_4o0_6o0,average_velocity_axis_0_t_inf__params_12o0_6o0,average_velocity_axis_0_t_inf__params_16o0_7o0,average_velocity_axis_0_t_inf__params_8o0_3o0,average_velocity_axis_0_t_inf__params_8o0_7o0,average_velocity_axis_0_t_inf__params_8o0_5o0,average_velocity_axis_0_t_inf__params_12o0_5o0,average_velocity_axis_0_t_inf__params_1o0_5o0,average_velocity_axis_0_t_inf__params_4o0_3o0,average_velocity_axis_0_t_inf__params_2o0_5o0,average_velocity_axis_0_t_inf__params_12o0_7o0,average_velocity_axis_0_t_inf__params_2o0_7o0,average_velocity_axis_0_t_inf__params_4o0_7o0,average_velocity_axis_0_t_inf__params_1o0_7o0,average_velocity_axis_0_t_inf__params_12o0_2o0,average_velocity_axis_0_t_inf__params_16o0_6o0,average_velocity_axis_0_t_inf__params_16o0_5o0,average_velocity_axis_0_t_inf__params_1o0_3o0,average_velocity_axis_0_t_inf__params_16o0_3o0,average_velocity_axis_0_t_inf__params_16o0_1o0,average_velocity_axis_0_t_inf__params_12o0_3o0,average_velocity_axis_0_t_inf__params_2o0_6o0,average_velocity_axis_0_t_inf__params_12o0_1o0,average_velocity_axis_0_t_inf__params_12o0_4o0,average_velocity_axis_0_t_inf__params_2o0_3o0,average_velocity_axis_0_t_inf__params_1o0_6o0,average_velocity_axis_0_t_inf__params_8o0_6o0,average_velocity_axis_0_t_inf__params_16o0_8o0,average_velocity_axis_0_t_inf__params_16o0_4o0
5.061224489795917769e+00,2.251924826544014824e+00,2.256486365779150294e+00,5.851508570596659631e-01,5.314888537512132416e-01,1.469514959537000065e+00,3.156193777813472767e+00,1.236328572152407990e+00,1.548095941623103711e+00,1.120089050452653723e+00,1.549750480721572288e+00,2.096461522676268119e-01,6.829472073937304932e-01,3.780027685036586038e-01,2.351066765861033137e+00,3.640064072371207993e-01,7.295936119787067575e-01,1.906043449968441439e-01,1.830197293662281455e+00,1.995945649222075735e+00,2.044759433305794794e+00,2.562256137386934585e-01,2.169618522968806751e+00,2.321843304282127818e+00,1.743645378253577460e+00,3.345039469825929479e-01,1.860774701712161416e+00,1.683883416943082967e+00,4.385878816428260829e-01,1.863585872450154723e-01,1.044057749188950002e+00,3.076808400129486643e+00,2.134417169303838069e+00
5.224489795918366930e+00,2.239474883194703558e+00,2.184854380294526610e+00,5.652966461537629606e-01,5.144180451495049544e-01,1.415104493618063897e+00,3.141203571304441944e+00,1.200201314011387188e+00,1.538373825494101066e+00,1.085313653515250554e+00,1.493825848768150832e+00,2.041204838698820190e-01,6.618923030127115137e-01,3.680967965460051894e-01,2.339889634006361963e+00,3.602980849326641866e-01,7.232095091637412709e-01,1.889512465234508831e-01,1.779145826470513114e+00,1.927813495265184862e+00,1.973139269213468161e+00,2.498300640852293697e-01,2.095905943273047356e+00,2.250757830331607146e+00,1.688587835376104129e+00,3.262396230278604703e-01,1.810140415284610782e+00,1.627949392603329937e+00,4.273831959433766481e-01,1.810853826116272103e-01,1.009631219160713300e+00,3.061162567434851933e+00,2.063618848477816847e+00
5.387755102040816091e+00,2.227321409471362479e+00,2.113106226988595626e+00,5.460236175946991954e-01,4.980034785805876885e-01,1.361809430511738528e+00,3.126273052504358052e+00,1.164289006525617065e+00,1.528685094473817951e+00,1.050732904067017692e+00,1.438781208776696019e+00,1.986821628589314770e-01,6.412694968183371147e-01,3.583008510400195190e-01,2.328908253243620941e+00,3.566079473661517563e-01,7.167064169377257432e-01,1.872798678195045363e-01,1.727881505292354403e+00,1.860236371442111736e+00,1.902007178592686643e+00,2.434516135409413029e-01,2.022744828455152799e+00,2.179823562601415077e+00,1.633659624309649061e+00,3.181128305420019009e-01,1.759374802434128249e+00,1.572083495730637548e+00,4.162944774393053660e-01,1.759330092549972746e-01,9.756518344237911089e-01,3.045738210793262013e+00,1.993105807753701164e+00
5.551020408163265252e+00,2.215507794266286634e+00,2.041429986033178157e+00,5.274480166849784268e-01,4.823407262811095775e-01,1.309851024723736934e+00,3.111450359081065375e+00,1.128725822556569502e+00,1.519059916041621827e+00,1.016453476803296230e+00,1.384834615349019638e+00,1.933688750705724047e-01,6.212029642432312926e-01,3.486735260168734030e-01,2.318165661415466428e+00,3.529480324162429516e-01,7.100826628009196950e-01,1.855944381995779102e-01,1.676541239883048817e+00,1.793402146185166135e+00,1.831573516433335325e+00,2.371359994169937591e-01,1.950383247374586793e+00,2.109263182781367263e+00,1.579038007585756187e+00,3.101643569708141257e-01,1.708619483996493216e+00,1.516454091987159858e+00,4.053965009584269419e-01,1.709372270383629211e-01,9.422337165810000803e-01,3.030588782638437895e+00,1.923067394544963005e+00
5.714285714285713524e+00,2.204077426471773293e+00,1.970013737600097903e+00,5.096860887271041918e-01,4.675253604877187552e-01,1.259450530759770981e+00,3.096783628702408642e+00,1.093645934965714606e+00,1.509528457676878599e+00,9.825820464194269244e-01,1.332204123086931702e+00,1.882183063406016599e-01,6.018168807200170445e-01,3.392734155077380964e-01,2.307704896364552560e+00,3.493303779615971050e-01,7.033365742535830911e-01,1.838991869782435895e-01,1.625261939997840077e+00,1.727498687926652732e+00,1.762048637725297517e+00,2.309289590245500734e-01,1.879069268890812383e+00,2.039299372561275803e+00,1.524900247735965664e+00,3.024349897600933645e-01,1.658016080807483972e+00,1.461229547035049370e+00,3.947640413285569139e-01,1.661337958249615165e-01,9.094909872351557567e-01,3.015767735404099703e+00,1.853692956265070357e+00
5.877551020408162685e+00,2.193073694980117505e+00,1.899045561861174347e+00,4.928540790235795832e-01,4.536529534370630223e-01,1.210829203125555642e+00,3.082320999036232134e+00,1.059183516614524478e+00,1.500120886858954838e+00,9.492252876107495352e-01,1.281107786592245557e+00,1.832681425048162116e-01,5.832354216813188108e-01,3.301591135437854097e-01,2.297568995933535252e+00,3.457670218808737150e-01,6.964664787959754522e-01,1.821983434700742421e-01,1.574180515391971902e+00,1.662713865098879085e+00,1.693642897458459196e+00,2.248762296747746081e-01,1.809050961863292839e+00,1.970154813630953239e+00,1.471423607291820757e+00,2.949655163556361148e-01,1.607706213702879916e+00,1.406578226536459919e+00,3.844718733775103203e-01,1.615584754780303167e-01,8.775377679890739024e-01,3.001328521523968007e+00,1.785171840327495207e+00
6.040816326530611846e+00,2.182539988683614762e+00,1.828713538988230525e+00,4.770682328769073610e-01,4.408190773657908457e-01,1.164208296326801895e+00,3.068110607750380581e+00,1.025472740364468560e+00,1.490867371067217562e+00,9.164898750726061527e-01,1.231763660466771215e+00,1.785560693990129177e-01,5.655827625597595887e-01,3.213892141561859317e-01,2.287800997965069083e+00,3.422700020527321696e-01,6.894707039283565209e-01,1.804961369896425916e-01,1.523433875820687788e+00,1.599235546134152530e+00,1.626566650622705223e+00,2.190235486788307817e-01,1.740576395151491873e+00,1.902052187680212558e+00,1.418785348784861622e+00,2.877967242032387629e-01,1.557831503518459115e+00,1.352668496153543121e+00,3.745947719331018666e-01,1.572470258608065219e-01,8.464881804455711700e-01,2.987324593431762487e+00,1.717693394145703323e+00
6.204081632653061007e+00,2.172519696474561002e+00,1.759205749153086584e+00,4.624447955895911733e-01,4.291193045105495818e-01,1.119809064869222937e+00,3.054200592512697821e+00,9.926477790770178444e-01,1.481798077781033118e+00,8.844824835003363139e-01,1.184389799312320468e+00,1.741197728589888305e-01,5.489830787879628193e-01,3.130223113761111398e-01,2.278443940301809523e+00,3.388513563558318564e-01,6.823475771509860399e-01,1.787967968515212780e-01,1.473158931039231234e+00,1.537251599464779961e+00,1.561030252207918689e+00,2.134166533478825678e-01,1.673893637614871643e+00,1.835214176398865860e+00,1.367162734746631747e+00,2.809694007486974732e-01,1.508533571090000525e+00,1.299668721548453032e+00,3.652075118231469242e-01,1.532352068365275266e-01,8.164563462074627687e-01,2.973809403561204601e+00,1.651446965133167577e+00
6.367346938775509280e+00,2.163056207245252160e+00,1.690710272527567115e+00,4.491000124641348901e-01,4.186492071079879196e-01,1.077852763258532853e+00,3.040639090991029025e+00,9.608428056136437689e-01,1.472943174479768302e+00,8.533097875892816653e-01,1.139204257730705550e+00,1.699969387205412241e-01,5.335605457985528322e-01,3.051169992347328996e-01,2.269540860786412040e+00,3.355231226688321633e-01,6.750954259641235300e-01,1.771045523702830526e-01,1.423492590802845736e+00,1.476949893523069379e+00,1.497244057203986678e+00,2.081012809930937735e-01,1.609250758112896307e+00,1.769863461476727906e+00,1.316733027708671289e+00,2.745243334378091316e-01,1.459954037253283099e+00,1.247747268383343044e+00,3.563848678754608645e-01,1.495587782684307254e-01,7.875563868775659060e-01,2.960836404346014916e+00,1.586621900703357735e+00
6.530612244897958441e+00,2.154192909887983287e+00,1.623415189283490712e+00,4.371501288030412713e-01,4.095043573947541038e-01,1.038560646000443732e+00,3.027474240853217147e+00,9.301919928358164391e-01,1.464332828642789242e+00,8.230784620347821878e-01,1.096425090323737361e+00,1.662252528194665402e-01,5.194393390241518471e-01,2.977318717632222445e-01,2.261134797261531215e+00,3.322973388703926445e-01,6.677125778680288448e-01,1.754236328605004447e-01,1.374571764866775236e+00,1.418518296741326346e+00,1.435418420600790945e+00,2.031231689256285389e-01,1.546895825505028910e+00,1.706222724603613017e+00,1.267673490202524844e+00,2.685023097163696804e-01,1.412234522844085793e+00,1.197072502320365661e+00,3.482016149178585041e-01,1.462535000197533464e-01,7.599024240586957912e-01,2.948459048219912226e+00,1.523407548269741341e+00
6.693877551020407601e+00,2.145973193295051207e+00,1.557508579592679077e+00,4.267113899088130768e-01,4.017803276074958241e-01,1.002153967600667883e+00,3.014754179767107800e+00,9.008295136050068486e-01,1.455997207749463174e+00,7.938951815321781957e-01,1.056270351693226583e+00,1.628424009915619419e-01,5.067436338973847487e-01,2.909255229927507624e-01,2.253268787569822518e+00,3.291860428391725213e-01,6.601973603629618381e-01,1.737582676367462331e-01,1.326533362986263009e+00,1.362144677551857974e+00,1.375763697388217466e+00,1.985280544566505601e-01,1.487076908650732943e+00,1.644514647469330182e+00,1.220161384759730350e+00,2.629441170301758390e-01,1.365516648698186453e+00,1.147812789021674718e+00,3.407325277781548811e-01,1.433551319537328395e-01,7.336085793536690769e-01,2.936730787616619764e+00,1.461993255245789936e+00
6.857142857142856762e+00,2.138440446358750524e+00,1.493178523626955467e+00,4.179000410839543989e-01,3.955726899828611032e-01,9.688539825649180592e-01,3.002527045400545269e+00,8.728895407826862129e-01,1.447966479279155783e+00,7.658666207768107803e-01,1.018958096440985450e+00,1.598860690726245370e-01,4.955976058508742010e-01,2.847565469544893757e-01,2.245985869553940972e+00,3.262012724538313480e-01,6.525481009491818085e-01,1.721126860135930303e-01,1.279514294916552331e+00,1.308016904386971824e+00,1.318490242556151326e+00,1.943616748973235886e-01,1.430042076409469676e+00,1.584961911763694165e+00,1.174373973911832625e+00,2.578905428250237719e-01,1.319942035651363588e+00,1.100136494149421384e+00,3.340523812841654783e-01,1.408994339336062662e-01,7.087889743653004171e-01,2.925705074969854991e+00,1.402568369044972396e+00
7.020408163265305923e+00,2.131638057971378064e+00,1.430613101558141587e+00,4.108323276309684413e-01,3.909770167574981858e-01,9.388819453989092345e-01,2.990840975421374281e+00,8.465062472303255259e-01,1.440270810711234528e+00,7.390994544640203667e-01,9.847063791688266399e-01,1.573939428984512112e-01,4.861254303172444224e-01,2.792835376796096725e-01,2.239329081056542048e+00,3.233550655930285123e-01,6.447631271269488318e-01,1.704911173056135876e-01,1.233651470412888029e+00,1.256322845678974787e+00,1.263808411094475392e+00,1.906697675588113761e-01,1.376039397640704820e+00,1.527787199176519728e+00,1.130488520190372714e+00,2.533823745467101984e-01,1.275652304539398152e+00,1.054211983365760830e+00,3.282359502637051119e-01,1.389221658226110767e-01,6.855577306964075746e-01,2.915435362713339806e+00,1.345322237080758931e+00
7.183673469387754196e+00,2.125609417025228876e+00,1.370000393558056473e+00,4.056244948523577420e-01,3.880888801680548728e-01,9.124591106083514980e-01,2.979744107497438232e+00,8.218138058093935605e-01,1.432940369525065538e+00,7.137003572891473802e-01,9.537332544785592781e-01,1.554037083048389611e-01,4.784512827291187431e-01,2.745650891992831300e-01,2.233341459920280769e+00,3.206594601354234575e-01,6.368407663965224286e-01,1.688977908273804618e-01,1.189081799230511383e+00,1.207250369860174644e+00,1.211928557993076527e+00,1.874980697522781181e-01,1.325316941203900534e+00,1.473213191397616750e+00,1.088682286126891441e+00,2.494603996410310609e-01,1.232789076198065548e+00,1.010207622332845112e+00,3.233580095445882652e-01,1.374590874839844989e-01,6.640289699498047593e-01,2.905975103280795224e+00,1.290444206766617974e+00
7.346938775510203357e+00,2.120397912412598895e+00,1.311528479798523161e+00,4.023927880506266153e-01,3.870038524511798528e-01,8.898067326989607118e-01,2.969284579296582294e+00,7.989463893813644191e-01,1.426005323200015384e+00,6.897760039475335780e-01,9.262567769719955990e-01,1.539530511275846170e-01,4.726993385191200492e-01,2.706597955446814474e-01,2.228066043987812161e+00,3.181264939596754049e-01,6.287793462581623416e-01,1.673369358934664874e-01,1.145942191124667886e+00,1.160987345362876955e+00,1.163061038241838041e+00,1.848923187888876773e-01,1.278122775958521640e+00,1.421462570116801771e+00,1.049132534252933180e+00,2.461654055537833008e-01,1.191493971463147616e+00,9.682917767128280673e-01,3.194933339546315310e-01,1.365459587809638720e-01,6.443168137283097341e-01,2.897377749105940481e+00,1.238123625516021065e+00
7.510204081632652517e+00,2.116046933025783616e+00,1.255385440451365131e+00,4.012534525282773767e-01,3.878175058435202605e-01,8.711460661764478530e-01,2.959510528486650305e+00,7.780381708077062086e-01,1.419495839215450861e+00,6.674330691345187194e-01,9.024950012509482811e-01,1.530796572024853974e-01,4.689937731198732251e-01,2.676262507469749918e-01,2.223545871101791249e+00,3.157682049444439643e-01,6.205771942121280915e-01,1.658127818184441660e-01,1.104369555850601703e+00,1.117721640619389945e+00,1.117416206830645020e+00,1.828982519798034723e-01,1.234704970764028964e+00,1.372758017023885113e+00,1.012016527100036534e+00,2.435381797307628604e-01,1.151908611170420649e+00,9.286328121678613101e-01,3.167166983216489484e-01,1.362185395767865348e-01,6.265353836347371530e-01,2.889696752622497034e+00,1.188549840742436192e+00
7.673469387755101678e+00,2.112599867757078975e+00,1.201759355688401865e+00,4.023227335878141186e-01,3.906254125817250067e-01,8.566983655465247871e-01,2.950470092735487437e+00,7.592233229498912550e-01,1.413442085050738317e+00,6.467782275454432295e-01,8.826659819172264498e-01,1.528212123653378551e-01,4.674587619640000469e-01,2.655230488373359066e-01,2.219823979104873501e+00,3.135966309683885789e-01,6.122326377586796431e-01,1.643295579168863041e-01,1.064500803163554110e+00,1.077641124062019617e+00,1.075204418749380775e+00,1.815616066361895875e-01,1.195311594479885997e+00,1.327322213808679319e+00,9.775115271997458777e-01,2.416195096177664592e-01,1.114174616155664932e+00,8.913990943600991201e-01,3.151028774734561111e-01,1.365125897346894934e-01,6.107988012719045567e-01,2.882985566264185007e+00,1.141912199859332677e+00
7.836734693877550839e+00,2.110100105498780909e+00,1.150838305681455065e+00,4.057168765317400450e-01,3.955231449024423362e-01,8.466848853149064880e-01,2.942211409710937531e+00,7.426360186693896637e-01,1.407874228185244547e+00,6.279181538756486436e-01,8.669877735726432277e-01,1.532154024519393198e-01,4.682184804841260650e-01,2.644087838469355578e-01,2.216943405839714831e+00,3.116238099101685810e-01,6.037440043980766280e-01,1.628914935033655698e-01,1.026472842818770381e+00,1.040933664123073310e+00,1.036636028987932168e+00,1.809281200692099967e-01,1.160190715965557118e+00,1.285377842161000927e+00,9.457947970836015905e-01,2.404501826605904835e-01,1.078433607254658533e+00,8.567589889516948887e-01,3.147266462378677243e-01,1.374638691179107530e-01,5.972211882426261553e-01,2.877297642464724525e+00,1.098400050280182505e+00
8.000000000000000000e+00,2.108591035143184911e+00,1.102810370602347767e+00,4.115521266625576935e-01,4.026062750423196057e-01,8.413268799873057091e-01,2.934782617080844425e+00,7.284104308276728723e-01,1.402822436098336123e+00,6.109595228204747208e-01,8.556784308190108490e-01,1.542999132980867882e-01,4.713971041128734996e-01,2.643420498069448676e-01,2.214947189148968931e+00,3.098617796484434139e-01,5.951096216305786779e-01,1.615028178924545477e-01,9.904225845714935694e-01,1.007787129234859691e+00,1.001921392536182509e+00,1.810435295900288954e-01,1.129590404080505373e+00,1.247147583770659374e+00,9.170435992831462713e-01,2.400709863050312087e-01,1.044827205303181294e+00,8.248808616048011189e-01,3.156627794426993816e-01,1.391081375896872085e-01,5.859166661497194895e-01,2.872686433657836602e+00,1.058202739418454996e+00
