# time,average_velocity_axis_2_t_inf,95CLI,us,surftimeprefactor
2.598699999999999832e+01,6.059511702476042538e-01,4.539361292235483646e-03,8.000000000000000444e-01,2.000000000000000000e+00
2.598699999999999832e+01,1.100020183102348031e-01,5.909717913777021159e-04,1.000000000000000056e-01,2.000000000000000000e+00
2.598699999999999832e+01,3.345793219377373728e-01,2.417004433455731318e-03,4.000000000000000222e-01,2.000000000000000000e+00
2.598699999999999832e+01,6.563130492145410888e-02,3.197104318208626641e-04,5.000000000000000278e-02,2.000000000000000000e+00
2.598699999999999832e+01,5.691101751817825294e-01,4.373891952373761861e-03,8.000000000000000444e-01,2.250000000000000000e+00
2.598699999999999832e+01,1.792214564488367468e-01,1.071159520805581951e-03,2.000000000000000111e-01,2.250000000000000000e+00
2.598699999999999832e+01,3.173599321887460856e-01,2.271042271443196071e-03,4.000000000000000222e-01,2.250000000000000000e+00
2.598699999999999832e+01,1.066592813683875651e-01,6.009095601711479141e-04,1.000000000000000056e-01,2.250000000000000000e+00
2.598699999999999832e+01,6.386594866967161555e-02,3.232312608832691391e-04,5.000000000000000278e-02,2.250000000000000000e+00
2.598699999999999832e+01,5.150189309725506925e-01,6.862354530420499386e-03,8.000000000000000444e-01,2.500000000000000000e+00
2.598699999999999832e+01,1.030052082453086215e-01,5.988524253644788610e-04,1.000000000000000056e-01,2.500000000000000000e+00
2.598699999999999832e+01,3.014490656615513298e-01,2.388223760251943512e-03,4.000000000000000222e-01,2.500000000000000000e+00
2.598699999999999832e+01,6.233410477889452656e-02,3.271469932553176222e-04,5.000000000000000278e-02,2.500000000000000000e+00
2.598699999999999832e+01,1.721361000611984216e-01,1.193342932702080948e-03,2.000000000000000111e-01,2.500000000000000000e+00
2.598699999999999832e+01,2.782479643377931966e-01,2.676893991355426636e-03,4.000000000000000222e-01,2.750000000000000000e+00
2.598699999999999832e+01,1.634246847116636314e-01,1.267221408727398730e-03,2.000000000000000111e-01,2.750000000000000000e+00
2.598699999999999832e+01,9.891655543548338869e-02,6.318869145668541210e-04,1.000000000000000056e-01,2.750000000000000000e+00
2.598699999999999832e+01,6.019283916090039516e-02,3.291254990051946860e-04,5.000000000000000278e-02,2.750000000000000000e+00
2.598699999999999832e+01,4.746203180082978479e-01,6.152493679019947238e-03,8.000000000000000444e-01,2.750000000000000000e+00
2.598699999999999832e+01,2.585014795762783368e-01,2.564658758000984938e-03,4.000000000000000222e-01,3.000000000000000000e+00
2.598699999999999832e+01,5.810259613931326866e-02,3.342837954159596039e-04,5.000000000000000278e-02,3.000000000000000000e+00
2.598699999999999832e+01,1.561312198411712038e-01,1.248823352314229257e-03,2.000000000000000111e-01,3.000000000000000000e+00
2.598699999999999832e+01,4.162102299187270260e-01,6.475548808262414704e-03,8.000000000000000444e-01,3.000000000000000000e+00
2.598699999999999832e+01,9.510723321600206281e-02,6.236955209152032905e-04,1.000000000000000056e-01,3.000000000000000000e+00
